transaction_id,transaction_date,customer_id,product_id,channel_id,region,segment,sales_amount,estimated_revenue,sales_stage,is_new_customer_sale,source_system
TXN0000565,2025-06-27,CUST00055,P003,C003,Southwest,Rate Shopper,21861.04,699.55,Funded,True,crm
TXN0000566,2026-01-13,CUST00034,P003,C005,Southeast,Digital Native,15195.57,486.26,Funded,False,campaign_platform
TXN0000567,2025-04-15,CUST00155,P005,C004,Midwest,Mass Affluent,2737.56,112.24,Abandoned,False,loan_origination
TXN0000568,2025-11-29,CUST00492,P001,C005,Southeast,Digital Native,7155.85,42.94,Abandoned,False,crm
TXN0000569,2026-05-09,CUST00171,P002,C003,Southeast,Emerging Affluent,28625.28,114.5,Application Started,False,crm
TXN0000570,2025-08-27,CUST00258,P005,C001,West,Rate Shopper,3286.99,134.77,Funded,False,marcus_web
TXN0000571,2025-09-07,CUST00159,P002,C004,West,Rate Shopper,24574.92,98.3,Funded,False,crm
TXN0000572,2025-09-01,CUST00193,P002,C001,West,Rate Shopper,24729.4,98.92,Abandoned,False,campaign_platform
TXN0000573,2025-10-12,CUST00379,P003,C002,West,Emerging Affluent,10825.31,346.41,Funded,False,campaign_platform
TXN0000574,2025-08-23,CUST00332,P003,C001,Southwest,Mass Affluent,22633.26,724.26,Application Started,False,crm
TXN0000575,2025-09-12,CUST00106,P005,C001,Midwest,Digital Native,3749.28,153.72,Funded,False,loan_origination
TXN0000576,2025-03-08,CUST00094,P004,C001,Southwest,Digital Native,10728.6,85.83,Application Started,True,crm
TXN0000577,2025-05-09,CUST00027,P002,C002,Northeast,Mass Affluent,37617.45,150.47,Application Started,False,crm
TXN0000578,2026-04-24,CUST00260,P001,C004,Midwest,Emerging Affluent,22602.57,135.62,Funded,False,crm
TXN0000579,2025-09-12,CUST00218,P002,C005,West,Borrower,22943.6,91.77,Abandoned,True,campaign_platform
TXN0000580,2026-01-22,CUST00041,P003,C004,West,Mass Affluent,20785.18,665.13,Funded,False,campaign_platform
TXN0000581,2025-01-21,CUST00390,P002,C004,Southeast,Mass Affluent,27747.28,110.99,Funded,False,loan_origination
TXN0000582,2026-07-21,CUST00305,P005,C002,Midwest,Borrower,2020.61,82.85,Approved,True,campaign_platform
TXN0000583,2026-01-20,CUST00157,P004,C003,West,Borrower,13846.81,110.77,Funded,False,crm
TXN0000584,2025-01-14,CUST00080,P002,C001,Midwest,Digital Native,22881.64,91.53,Application Started,False,loan_origination
TXN0000585,2026-02-09,CUST00252,P004,C004,Southwest,Borrower,29314.35,234.51,Funded,False,marcus_web
TXN0000586,2026-01-30,CUST00210,P001,C001,West,Emerging Affluent,16877.59,101.27,Abandoned,True,campaign_platform
TXN0000587,2026-06-06,CUST00491,P003,C003,Southwest,Digital Native,12669.98,405.44,Funded,True,campaign_platform
TXN0000588,2025-09-06,CUST00475,P004,C002,Southeast,Emerging Affluent,11426.65,91.41,Funded,False,loan_origination
TXN0000589,2025-09-25,CUST00324,P001,C002,Midwest,Rate Shopper,6063.48,36.38,Funded,True,crm
TXN0000590,2026-01-29,CUST00007,P001,C001,Northeast,Mass Affluent,8688.64,52.13,Funded,False,marcus_web
TXN0000591,2025-06-19,CUST00266,P002,C004,Midwest,Digital Native,30466.24,121.86,Funded,False,campaign_platform
TXN0000592,2025-04-02,CUST00301,P003,C004,West,Emerging Affluent,11101.29,355.24,Funded,False,loan_origination
TXN0000593,2025-08-03,CUST00417,P002,C003,Southwest,Digital Native,35614.5,142.46,Funded,False,campaign_platform
TXN0000594,2026-03-04,CUST00001,P001,C001,Northeast,Mass Affluent,15298.29,91.79,Funded,False,campaign_platform
TXN0000595,2025-07-10,CUST00088,P002,C003,Southwest,Digital Native,25212.44,100.85,Funded,False,campaign_platform
TXN0000596,2025-07-25,CUST00291,P002,C002,Southeast,Digital Native,20981.88,83.93,Funded,True,crm
TXN0000597,2025-04-22,CUST00133,P004,C004,Midwest,Emerging Affluent,25142.28,201.14,Funded,False,loan_origination
TXN0000598,2026-08-23,CUST00033,P003,C001,West,Borrower,12248.56,391.95,Funded,False,marcus_web
TXN0000599,2025-01-08,CUST00005,P001,C003,Northeast,Rate Shopper,12360.43,74.16,Funded,True,marcus_web
TXN0000600,2025-09-30,CUST00193,P005,C005,West,Rate Shopper,1496.85,61.37,Abandoned,False,loan_origination
TXN0000601,2026-01-15,CUST00310,P004,C003,Midwest,Mass Affluent,19069.37,152.55,Funded,True,loan_origination
TXN0000602,2026-09-18,CUST00341,P004,C004,Southwest,Rate Shopper,15578.36,124.63,Funded,False,loan_origination
TXN0000603,2026-04-13,CUST00413,P001,C001,Midwest,Digital Native,22387.76,134.33,Application Started,False,marcus_web
TXN0000604,2025-10-14,CUST00309,P001,C005,Midwest,Digital Native,13359.25,80.16,Abandoned,False,crm
TXN0000605,2026-05-02,CUST00189,P004,C005,Midwest,Rate Shopper,10735.71,85.89,Funded,False,loan_origination
TXN0000606,2025-11-30,CUST00009,P003,C001,West,Emerging Affluent,13802.25,441.67,Funded,True,campaign_platform
TXN0000607,2025-12-23,CUST00205,P005,C001,Midwest,Borrower,868.15,35.59,Abandoned,False,marcus_web
TXN0000608,2026-09-14,CUST00376,P004,C003,West,Mass Affluent,29801.79,238.41,Funded,True,marcus_web
TXN0000609,2025-11-05,CUST00066,P004,C001,Northeast,Digital Native,34747.82,277.98,Abandoned,False,campaign_platform
TXN0000610,2026-07-08,CUST00489,P001,C004,Southeast,Borrower,250,1.5,Funded,True,marcus_web
TXN0000611,2025-06-14,CUST00055,P004,C001,Southwest,Rate Shopper,28176.29,225.41,Funded,False,loan_origination
TXN0000612,2025-05-20,CUST00341,P004,C001,Southwest,Rate Shopper,19046.29,152.37,Abandoned,False,campaign_platform
TXN0000613,2026-08-13,CUST00047,P003,C002,West,Digital Native,15204.64,486.55,Funded,False,campaign_platform
TXN0000614,2025-08-27,CUST00335,P005,C004,Southwest,Digital Native,1690.41,69.31,Funded,True,marcus_web
TXN0000615,2026-08-30,CUST00058,P001,C003,Southwest,Borrower,27609.67,165.66,Funded,False,loan_origination
TXN0000616,2025-01-02,CUST00489,P004,C005,Southeast,Borrower,17109.96,136.88,Funded,False,crm
TXN0000617,2025-11-24,CUST00434,P004,C004,Southeast,Emerging Affluent,23834.63,190.68,Abandoned,True,crm
TXN0000618,2026-07-06,CUST00055,P004,C001,Southwest,Rate Shopper,8361.13,66.89,Application Started,False,loan_origination
TXN0000619,2026-04-12,CUST00429,P002,C004,Southwest,Mass Affluent,31634.94,126.54,Approved,False,marcus_web
TXN0000620,2026-05-30,CUST00307,P003,C003,Southeast,Digital Native,17811.98,569.98,Abandoned,True,campaign_platform
TXN0000621,2025-10-26,CUST00324,P002,C004,Midwest,Rate Shopper,24388.79,97.56,Abandoned,False,crm
TXN0000622,2025-07-03,CUST00435,P002,C001,West,Borrower,18190.03,72.76,Application Started,False,loan_origination
TXN0000623,2026-07-16,CUST00418,P002,C001,Midwest,Mass Affluent,19280.78,77.12,Funded,False,campaign_platform
TXN0000624,2025-10-17,CUST00201,P001,C005,Northeast,Digital Native,22134.24,132.81,Funded,False,campaign_platform
TXN0000625,2026-08-18,CUST00050,P002,C003,Midwest,Borrower,29097.45,116.39,Abandoned,False,crm
TXN0000626,2026-05-10,CUST00296,P002,C004,Southeast,Digital Native,24646.53,98.59,Funded,True,crm
TXN0000627,2026-01-06,CUST00412,P002,C001,Northeast,Emerging Affluent,25137.86,100.55,Funded,False,crm
TXN0000628,2025-02-27,CUST00193,P004,C002,West,Rate Shopper,12032.39,96.26,Funded,False,crm
TXN0000629,2026-06-12,CUST00484,P001,C001,West,Mass Affluent,13036.3,78.22,Abandoned,False,campaign_platform
TXN0000630,2025-09-04,CUST00126,P001,C001,Northeast,Mass Affluent,11159.22,66.96,Funded,False,crm
TXN0000631,2026-04-20,CUST00335,P004,C001,Southwest,Digital Native,29376.17,235.01,Funded,False,loan_origination
TXN0000632,2025-03-26,CUST00006,P001,C001,West,Mass Affluent,11145.54,66.87,Funded,False,crm
TXN0000633,2026-08-10,CUST00012,P005,C005,Southeast,Emerging Affluent,1491.31,61.14,Funded,False,campaign_platform
TXN0000634,2026-08-09,CUST00248,P004,C003,Southeast,Borrower,23521.65,188.17,Funded,False,crm
TXN0000635,2026-07-24,CUST00208,P001,C004,Southwest,Borrower,22532.82,135.2,Funded,True,marcus_web
TXN0000636,2025-07-05,CUST00386,P002,C001,Southeast,Rate Shopper,11932.0,47.73,Application Started,False,marcus_web
TXN0000637,2025-05-06,CUST00285,P004,C003,Southwest,Digital Native,31770.95,254.17,Funded,True,loan_origination
TXN0000638,2025-05-08,CUST00436,P001,C001,West,Borrower,20006.8,120.04,Funded,False,crm
TXN0000639,2025-11-04,CUST00217,P001,C002,West,Emerging Affluent,32576.05,195.46,Application Started,False,campaign_platform
TXN0000640,2025-11-17,CUST00072,P005,C004,Midwest,Borrower,3973.48,162.91,Funded,False,loan_origination
TXN0000641,2025-08-03,CUST00311,P005,C005,West,Rate Shopper,2572.3,105.46,Funded,True,crm
TXN0000642,2026-09-09,CUST00154,P002,C002,Southwest,Digital Native,14115.46,56.46,Funded,False,loan_origination
TXN0000643,2025-03-18,CUST00066,P005,C004,Northeast,Digital Native,2371.89,97.25,Funded,True,campaign_platform
TXN0000644,2025-05-27,CUST00043,P003,C004,Southeast,Emerging Affluent,13284.72,425.11,Funded,True,loan_origination
TXN0000645,2026-08-01,CUST00325,P002,C003,Northeast,Borrower,17367.12,69.47,Funded,False,crm
TXN0000646,2025-01-27,CUST00162,P004,C004,Southwest,Rate Shopper,10080.73,80.65,Abandoned,True,loan_origination
TXN0000647,2026-07-16,CUST00064,P005,C001,Northeast,Rate Shopper,2365.72,96.99,Funded,False,loan_origination
TXN0000648,2025-01-11,CUST00075,P002,C003,Northeast,Digital Native,31669.57,126.68,Funded,False,crm
TXN0000649,2025-06-29,CUST00194,P001,C001,Northeast,Emerging Affluent,5317.06,31.9,Funded,False,marcus_web
TXN0000650,2025-10-16,CUST00271,P003,C005,Northeast,Emerging Affluent,12784.56,409.11,Funded,False,marcus_web
TXN0000651,2025-07-05,CUST00088,P003,C004,Southwest,Digital Native,9801.65,313.65,Abandoned,False,campaign_platform
TXN0000652,2025-09-23,CUST00245,P005,C002,West,Emerging Affluent,4722.16,193.61,Funded,False,crm
TXN0000653,2026-01-23,CUST00337,P002,C002,Southeast,Rate Shopper,20207.3,80.83,Application Started,False,loan_origination
TXN0000654,2026-03-05,CUST00363,P002,C005,Midwest,Rate Shopper,23929.85,95.72,Approved,True,loan_origination
TXN0000655,2025-10-21,CUST00409,P004,C005,Northeast,Borrower,20685.74,165.49,Abandoned,False,crm
TXN0000656,2026-02-21,CUST00157,P001,C003,West,Borrower,24569.18,147.42,Approved,False,marcus_web
TXN0000657,2025-06-19,CUST00040,P002,C001,Southeast,Rate Shopper,23463.63,93.85,Funded,False,marcus_web
TXN0000658,2025-05-20,CUST00493,P004,C005,Southeast,Borrower,20524.58,164.2,Funded,False,marcus_web
TXN0000659,2025-07-14,CUST00208,P001,C005,Southwest,Borrower,26836.24,161.02,Approved,False,loan_origination
TXN0000660,2025-02-13,CUST00126,P005,C005,Northeast,Mass Affluent,2215.31,90.83,Funded,False,crm
TXN0000661,2025-05-17,CUST00090,P001,C003,Midwest,Mass Affluent,2506.07,15.04,Funded,False,loan_origination
TXN0000662,2025-09-13,CUST00497,P001,C003,Southwest,Borrower,16664.51,99.99,Application Started,False,marcus_web
TXN0000663,2025-10-28,CUST00149,P003,C004,Southwest,Digital Native,14468.58,462.99,Funded,False,loan_origination
TXN0000664,2026-04-20,CUST00476,P005,C001,Southwest,Borrower,3274.59,134.26,Application Started,False,marcus_web
TXN0000665,2026-04-17,CUST00183,P001,C005,Southwest,Emerging Affluent,15210.35,91.26,Funded,False,crm
TXN0000666,2025-04-14,CUST00206,P003,C001,West,Borrower,18677.27,597.67,Funded,True,crm
TXN0000667,2025-01-08,CUST00211,P001,C004,West,Mass Affluent,23147.48,138.88,Funded,False,loan_origination
TXN0000668,2026-07-04,CUST00187,P004,C002,Northeast,Emerging Affluent,31336.79,250.69,Approved,True,campaign_platform
TXN0000669,2025-05-24,CUST00337,P004,C002,Southeast,Rate Shopper,17016.73,136.13,Funded,False,crm
TXN0000670,2025-02-11,CUST00057,P002,C003,Southeast,Mass Affluent,35014.93,140.06,Funded,False,loan_origination
TXN0000671,2025-07-23,CUST00462,P001,C002,West,Rate Shopper,33133.6,198.8,Abandoned,True,campaign_platform
TXN0000672,2025-11-29,CUST00282,P004,C002,Midwest,Rate Shopper,15780.7,126.25,Approved,False,campaign_platform
TXN0000673,2025-04-23,CUST00257,P004,C002,Southeast,Rate Shopper,35180.17,281.44,Funded,False,marcus_web
TXN0000674,2025-12-17,CUST00393,P002,C001,West,Rate Shopper,22594.34,90.38,Funded,False,marcus_web
TXN0000675,2025-10-16,CUST00223,P004,C003,West,Emerging Affluent,9025.02,72.2,Funded,True,crm
TXN0000676,2025-09-27,CUST00128,P003,C001,Midwest,Mass Affluent,15258.02,488.26,Abandoned,True,campaign_platform
TXN0000677,2026-05-30,CUST00102,P004,C001,Northeast,Emerging Affluent,18185.48,145.48,Application Started,False,crm
TXN0000678,2026-02-15,CUST00118,P001,C002,Northeast,Rate Shopper,15381.55,92.29,Funded,False,crm
TXN0000679,2025-07-24,CUST00219,P001,C005,Midwest,Emerging Affluent,19713.9,118.28,Funded,False,crm
TXN0000680,2026-05-06,CUST00114,P003,C004,Southeast,Emerging Affluent,15387.61,492.4,Funded,False,marcus_web
TXN0000681,2026-01-08,CUST00156,P001,C003,Southwest,Digital Native,16882.15,101.29,Funded,False,marcus_web
TXN0000682,2025-02-23,CUST00094,P001,C001,Southwest,Digital Native,23750.75,142.5,Funded,False,loan_origination
TXN0000683,2025-04-14,CUST00242,P003,C005,Midwest,Mass Affluent,10989.26,351.66,Funded,False,marcus_web
TXN0000684,2025-05-14,CUST00050,P001,C005,Midwest,Borrower,20020.52,120.12,Funded,False,loan_origination
TXN0000685,2026-09-12,CUST00381,P005,C005,Southeast,Borrower,2076.89,85.15,Funded,False,marcus_web
TXN0000686,2025-02-12,CUST00067,P005,C001,Midwest,Rate Shopper,4372.26,179.26,Funded,False,crm
TXN0000687,2025-03-18,CUST00099,P004,C001,West,Rate Shopper,31990.23,255.92,Funded,False,crm
TXN0000688,2025-05-11,CUST00274,P002,C001,West,Borrower,22306.91,89.23,Funded,False,loan_origination
TXN0000689,2026-01-10,CUST00457,P005,C003,Northeast,Digital Native,1512.08,62.0,Application Started,True,campaign_platform
TXN0000690,2025-06-20,CUST00269,P005,C001,Midwest,Emerging Affluent,3766.29,154.42,Funded,False,crm
TXN0000691,2025-03-04,CUST00149,P001,C005,Southwest,Digital Native,20668.5,124.01,Approved,False,marcus_web
TXN0000692,2026-01-29,CUST00085,P004,C005,Southeast,Mass Affluent,10611.18,84.89,Funded,False,loan_origination
TXN0000693,2025-06-13,CUST00106,P002,C001,Midwest,Digital Native,15613.86,62.46,Funded,False,campaign_platform
TXN0000694,2025-11-07,CUST00258,P005,C003,West,Rate Shopper,2545.22,104.35,Application Started,False,loan_origination
TXN0000695,2025-08-18,CUST00283,P001,C002,West,Rate Shopper,22457.89,134.75,Funded,True,loan_origination
TXN0000696,2025-02-22,CUST00475,P002,C003,Southeast,Emerging Affluent,28970.64,115.88,Funded,True,crm
TXN0000697,2025-12-22,CUST00274,P001,C001,West,Borrower,6663.56,39.98,Funded,False,loan_origination
TXN0000698,2026-09-19,CUST00370,P002,C004,Southwest,Rate Shopper,8268.93,33.08,Funded,False,marcus_web
TXN0000699,2025-10-14,CUST00422,P003,C002,West,Digital Native,20517.22,656.55,Funded,False,marcus_web
TXN0000700,2026-09-11,CUST00370,P004,C003,Southwest,Rate Shopper,40411.33,323.29,Funded,False,crm
TXN0000701,2026-08-19,CUST00167,P003,C002,Southwest,Emerging Affluent,7623.96,243.97,Funded,False,campaign_platform
TXN0000702,2025-04-06,CUST00189,P002,C004,Midwest,Rate Shopper,13399.67,53.6,Funded,False,crm
TXN0000703,2025-07-04,CUST00097,P005,C004,Northeast,Emerging Affluent,3061.37,125.52,Funded,True,campaign_platform
TXN0000704,2025-03-13,CUST00352,P005,C002,Midwest,Mass Affluent,3015.21,123.62,Funded,False,campaign_platform
TXN0000705,2026-06-24,CUST00466,P004,C001,Northeast,Rate Shopper,30344.92,242.76,Funded,True,campaign_platform
TXN0000706,2025-02-14,CUST00011,P001,C001,Southeast,Borrower,25972.97,155.84,Funded,False,loan_origination
TXN0000707,2025-01-10,CUST00074,P005,C001,Midwest,Borrower,3712.37,152.21,Approved,False,marcus_web
TXN0000708,2026-07-31,CUST00104,P002,C004,Southwest,Emerging Affluent,25820.75,103.28,Application Started,False,loan_origination
TXN0000709,2025-09-07,CUST00170,P004,C002,Northeast,Borrower,33097.03,264.78,Funded,True,marcus_web
TXN0000710,2025-04-16,CUST00053,P005,C003,West,Rate Shopper,3791.17,155.44,Funded,False,crm
TXN0000711,2025-08-21,CUST00001,P002,C001,Northeast,Mass Affluent,22213.23,88.85,Funded,True,campaign_platform
TXN0000712,2025-06-23,CUST00352,P001,C004,Midwest,Mass Affluent,19572.42,117.43,Abandoned,True,loan_origination
TXN0000713,2025-12-08,CUST00183,P001,C005,Southwest,Emerging Affluent,28508.8,171.05,Application Started,False,crm
TXN0000714,2025-12-09,CUST00092,P004,C005,Midwest,Emerging Affluent,33813.37,270.51,Funded,False,crm
TXN0000715,2025-10-21,CUST00458,P003,C005,Southeast,Rate Shopper,13122.15,419.91,Application Started,False,loan_origination
TXN0000716,2025-06-02,CUST00416,P001,C001,West,Digital Native,20405.13,122.43,Approved,True,crm
TXN0000717,2025-03-10,CUST00200,P004,C004,Southeast,Digital Native,28161.44,225.29,Approved,True,loan_origination
TXN0000718,2025-12-28,CUST00066,P002,C004,Northeast,Digital Native,33513.12,134.05,Funded,False,campaign_platform
TXN0000719,2025-09-09,CUST00309,P003,C002,Midwest,Digital Native,9742.26,311.75,Funded,False,crm
TXN0000720,2026-03-08,CUST00197,P001,C005,Northeast,Emerging Affluent,23327.89,139.97,Funded,False,crm
TXN0000721,2026-01-06,CUST00360,P001,C002,Southeast,Mass Affluent,38117.99,228.71,Funded,False,crm
TXN0000722,2025-12-24,CUST00472,P001,C001,Midwest,Emerging Affluent,18362.33,110.17,Funded,False,crm
TXN0000723,2026-07-19,CUST00151,P004,C002,Midwest,Emerging Affluent,38748.43,309.99,Funded,False,marcus_web
TXN0000724,2025-05-27,CUST00383,P002,C001,West,Mass Affluent,23321.98,93.29,Funded,True,campaign_platform
TXN0000725,2026-08-19,CUST00191,P001,C001,West,Digital Native,28741.64,172.45,Application Started,True,loan_origination
TXN0000726,2025-03-20,CUST00073,P001,C002,Southwest,Mass Affluent,23369.0,140.21,Funded,False,campaign_platform
TXN0000727,2025-05-24,CUST00077,P002,C004,West,Digital Native,26825.95,107.3,Funded,False,loan_origination
TXN0000728,2025-04-24,CUST00228,P001,C003,Midwest,Emerging Affluent,8244.04,49.46,Funded,False,marcus_web
TXN0000729,2025-06-14,CUST00310,P002,C005,Midwest,Mass Affluent,44827.84,179.31,Funded,False,loan_origination
TXN0000730,2025-11-10,CUST00471,P005,C005,Southeast,Emerging Affluent,3344.5,137.12,Approved,False,crm
TXN0000731,2026-01-22,CUST00140,P001,C005,Midwest,Digital Native,21226.3,127.36,Funded,False,crm
TXN0000732,2026-09-12,CUST00201,P002,C005,Northeast,Digital Native,26324.46,105.3,Application Started,False,campaign_platform
TXN0000733,2026-01-25,CUST00245,P003,C004,West,Emerging Affluent,19167.78,613.37,Funded,True,marcus_web
TXN0000734,2026-09-10,CUST00054,P001,C003,Midwest,Emerging Affluent,27773.31,166.64,Approved,False,crm
TXN0000735,2025-04-20,CUST00145,P002,C005,Northeast,Emerging Affluent,38684.22,154.74,Approved,False,crm
TXN0000736,2025-10-03,CUST00327,P001,C002,Southwest,Mass Affluent,21389.37,128.34,Funded,False,marcus_web
TXN0000737,2025-02-19,CUST00289,P004,C001,Midwest,Rate Shopper,14713.47,117.71,Funded,False,loan_origination
TXN0000738,2025-07-19,CUST00491,P004,C005,Southwest,Digital Native,38960.75,311.69,Funded,False,loan_origination
TXN0000739,2025-12-06,CUST00499,P002,C001,West,Mass Affluent,14020.26,56.08,Funded,False,crm
TXN0000740,2026-05-04,CUST00013,P005,C004,Southeast,Borrower,4213.46,172.75,Funded,False,loan_origination
TXN0000741,2025-03-22,CUST00083,P002,C004,Midwest,Mass Affluent,30140.71,120.56,Approved,False,crm
TXN0000742,2026-06-13,CUST00394,P002,C005,Northeast,Rate Shopper,24238.23,96.95,Abandoned,False,loan_origination
TXN0000743,2025-10-25,CUST00230,P002,C003,Northeast,Digital Native,15113.61,60.45,Funded,False,campaign_platform
TXN0000744,2026-09-14,CUST00123,P002,C005,Northeast,Rate Shopper,41310.17,165.24,Funded,True,campaign_platform
TXN0000745,2025-11-13,CUST00050,P001,C002,Midwest,Borrower,2121.21,12.73,Approved,True,marcus_web
TXN0000746,2025-10-30,CUST00233,P003,C002,Northeast,Borrower,10596.89,339.1,Funded,False,loan_origination
TXN0000747,2025-07-03,CUST00181,P001,C001,Southeast,Rate Shopper,16286.71,97.72,Abandoned,False,campaign_platform
TXN0000748,2026-08-06,CUST00333,P002,C001,Southeast,Emerging Affluent,16816.94,67.27,Funded,False,loan_origination
TXN0000749,2025-05-13,CUST00206,P004,C005,West,Borrower,13400.73,107.21,Funded,False,marcus_web
TXN0000750,2026-04-06,CUST00350,P004,C005,Southeast,Rate Shopper,25353.07,202.82,Funded,False,marcus_web
TXN0000751,2026-07-29,CUST00318,P001,C002,Midwest,Mass Affluent,30322.76,181.94,Funded,True,campaign_platform
TXN0000752,2026-02-02,CUST00438,P001,C002,Midwest,Rate Shopper,18615.5,111.69,Application Started,False,loan_origination
TXN0000753,2026-04-22,CUST00239,P004,C005,Northeast,Emerging Affluent,25757.98,206.06,Funded,False,campaign_platform
TXN0000754,2026-02-16,CUST00394,P004,C002,Northeast,Rate Shopper,25073.99,200.59,Funded,False,campaign_platform
TXN0000755,2025-10-13,CUST00109,P004,C001,Northeast,Borrower,12726.64,101.81,Abandoned,True,crm
TXN0000756,2026-09-08,CUST00164,P005,C001,Northeast,Emerging Affluent,3595.75,147.43,Approved,True,loan_origination
TXN0000757,2025-08-07,CUST00405,P004,C004,Midwest,Rate Shopper,36610.42,292.88,Abandoned,False,loan_origination
TXN0000758,2025-05-26,CUST00130,P002,C001,Northeast,Emerging Affluent,33338.39,133.35,Funded,False,loan_origination
TXN0000759,2026-06-22,CUST00448,P004,C004,Southeast,Rate Shopper,25641.09,205.13,Funded,True,campaign_platform
TXN0000760,2025-07-23,CUST00176,P003,C002,Southeast,Rate Shopper,24959.45,798.7,Funded,False,campaign_platform
TXN0000761,2025-12-30,CUST00275,P002,C004,Southwest,Borrower,37476.81,149.91,Application Started,False,crm
TXN0000762,2025-05-29,CUST00040,P005,C005,Southeast,Rate Shopper,2440.14,100.05,Funded,False,loan_origination
TXN0000763,2025-06-01,CUST00008,P002,C004,Southwest,Digital Native,18757.46,75.03,Approved,False,loan_origination
TXN0000764,2025-05-09,CUST00267,P001,C004,West,Borrower,18019.14,108.11,Funded,False,marcus_web
TXN0000765,2026-03-07,CUST00019,P002,C002,Southeast,Emerging Affluent,21615.72,86.46,Funded,True,crm
TXN0000766,2025-01-15,CUST00488,P002,C005,Northeast,Digital Native,11607.19,46.43,Funded,False,loan_origination
TXN0000767,2025-05-08,CUST00460,P003,C005,West,Borrower,12200.99,390.43,Funded,False,loan_origination
TXN0000768,2026-06-20,CUST00425,P005,C004,West,Borrower,1660.98,68.1,Abandoned,False,crm
TXN0000769,2025-07-01,CUST00235,P004,C003,Southwest,Rate Shopper,17661.65,141.29,Funded,False,campaign_platform
TXN0000770,2025-04-12,CUST00325,P003,C005,Northeast,Borrower,13515.93,432.51,Abandoned,False,marcus_web
TXN0000771,2026-02-26,CUST00046,P001,C005,Northeast,Digital Native,26341.42,158.05,Funded,False,campaign_platform
TXN0000772,2025-10-24,CUST00258,P005,C001,West,Rate Shopper,4330.63,177.56,Application Started,True,campaign_platform
TXN0000773,2025-07-20,CUST00283,P004,C001,West,Rate Shopper,33698.68,269.59,Funded,False,campaign_platform
TXN0000774,2026-01-19,CUST00212,P004,C001,Southeast,Mass Affluent,7178.05,57.42,Approved,False,loan_origination
TXN0000775,2026-03-01,CUST00451,P003,C003,Southwest,Emerging Affluent,14285.29,457.13,Application Started,True,marcus_web
TXN0000776,2026-09-07,CUST00079,P003,C005,Southeast,Rate Shopper,14089.5,450.86,Funded,True,campaign_platform
TXN0000777,2025-07-17,CUST00124,P005,C004,West,Rate Shopper,2366.01,97.01,Funded,False,campaign_platform
TXN0000778,2026-02-17,CUST00066,P004,C002,Northeast,Digital Native,16863.33,134.91,Application Started,False,campaign_platform
TXN0000779,2026-06-01,CUST00119,P001,C002,West,Digital Native,24081.32,144.49,Funded,False,loan_origination
TXN0000780,2025-11-27,CUST00429,P005,C002,Southwest,Mass Affluent,4194.64,171.98,Funded,True,campaign_platform
TXN0000781,2025-01-29,CUST00006,P005,C002,West,Mass Affluent,2165.9,88.8,Abandoned,False,marcus_web
TXN0000782,2026-01-02,CUST00381,P002,C004,Southeast,Borrower,19000.36,76.0,Funded,False,crm
TXN0000783,2025-09-09,CUST00153,P002,C005,Northeast,Rate Shopper,24457.87,97.83,Funded,True,marcus_web
TXN0000784,2025-01-24,CUST00141,P001,C002,Southwest,Mass Affluent,6697.21,40.18,Funded,False,marcus_web
TXN0000785,2025-05-06,CUST00057,P004,C005,Southeast,Mass Affluent,26906.67,215.25,Application Started,True,campaign_platform
TXN0000786,2026-02-05,CUST00433,P003,C002,West,Borrower,17076.78,546.46,Funded,False,campaign_platform
TXN0000787,2025-08-04,CUST00038,P004,C001,West,Emerging Affluent,19134.77,153.08,Funded,False,crm
TXN0000788,2025-07-02,CUST00093,P003,C001,Southwest,Digital Native,9954.1,318.53,Funded,False,marcus_web
TXN0000789,2026-05-11,CUST00061,P003,C003,Southeast,Mass Affluent,21366.6,683.73,Funded,False,loan_origination
TXN0000790,2026-09-13,CUST00475,P001,C002,Southeast,Emerging Affluent,17727.62,106.37,Funded,True,crm
TXN0000791,2025-08-11,CUST00111,P003,C001,West,Mass Affluent,17224.39,551.18,Funded,False,crm
TXN0000792,2025-07-24,CUST00138,P003,C004,Midwest,Rate Shopper,15010.8,480.35,Abandoned,False,loan_origination
TXN0000793,2026-06-09,CUST00240,P004,C004,Southeast,Rate Shopper,38427.99,307.42,Funded,True,loan_origination
TXN0000794,2026-08-21,CUST00493,P004,C001,Southeast,Borrower,16241.99,129.94,Approved,False,crm
TXN0000795,2026-03-20,CUST00407,P002,C004,Southwest,Mass Affluent,34353.58,137.41,Approved,False,marcus_web
TXN0000796,2025-07-24,CUST00311,P004,C004,West,Rate Shopper,16572.42,132.58,Funded,False,marcus_web
TXN0000797,2026-06-08,CUST00231,P002,C001,West,Digital Native,26813.2,107.25,Funded,False,loan_origination
TXN0000798,2025-07-04,CUST00204,P001,C001,West,Mass Affluent,24468.55,146.81,Approved,False,crm
TXN0000799,2025-08-09,CUST00184,P002,C001,Northeast,Rate Shopper,21969.69,87.88,Approved,True,loan_origination
TXN0000800,2025-08-07,CUST00353,P001,C003,Midwest,Borrower,12932.65,77.6,Funded,False,crm
TXN0000801,2025-10-18,CUST00288,P001,C004,Northeast,Borrower,11812.7,70.88,Funded,True,marcus_web
TXN0000802,2025-11-22,CUST00294,P004,C004,Midwest,Rate Shopper,16373.8,130.99,Approved,True,marcus_web
TXN0000803,2025-02-17,CUST00411,P004,C004,Northeast,Digital Native,30037.69,240.3,Funded,True,loan_origination
