event_id,event_timestamp,customer_id,product_id,event_type,device_type,session_minutes,referrer
EVT0000742,2026-05-06T09:51:00,CUST00408,P005,page_view,Tablet,24,Search
EVT0000743,2025-10-11T20:37:00,CUST00117,P002,application_start,Desktop,28,Social
EVT0000744,2025-04-05T08:48:00,CUST00240,P001,page_view,Tablet,14,Email
EVT0000745,2025-11-05T17:38:00,CUST00116,P003,application_start,Mobile,35,Email
EVT0000746,2026-02-28T18:04:00,CUST00417,P005,document_upload,Tablet,33,Direct
EVT0000747,2026-06-09T14:03:00,CUST00429,P004,rate_check,Desktop,24,Social
EVT0000748,2026-05-27T17:16:00,CUST00303,P002,rate_check,Mobile,28,Search
EVT0000749,2026-05-18T22:18:00,CUST00264,P002,document_upload,Desktop,14,Search
EVT0000750,2025-06-21T10:14:00,CUST00061,P002,document_upload,Mobile,17,Social
EVT0000751,2025-01-15T12:28:00,CUST00021,P004,rate_check,Tablet,8,Email
EVT0000752,2025-08-12T20:25:00,CUST00375,P005,document_upload,Mobile,20,Partner
EVT0000753,2025-09-19T08:29:00,CUST00242,P004,page_view,Desktop,26,Partner
EVT0000754,2026-02-16T08:00:00,CUST00211,P003,application_start,Mobile,9,Search
EVT0000755,2025-06-08T09:55:00,CUST00438,P005,rate_check,Tablet,35,Search
EVT0000756,2025-08-06T21:54:00,CUST00062,P005,document_upload,Mobile,35,Search
EVT0000757,2025-09-25T20:28:00,CUST00247,P005,rate_check,Mobile,17,Search
EVT0000758,2025-07-22T21:00:00,CUST00307,P002,calculator_use,Tablet,24,Social
EVT0000759,2026-08-07T10:42:00,CUST00430,P004,page_view,Mobile,26,Partner
EVT0000760,2026-07-11T13:14:00,CUST00017,P003,page_view,Desktop,13,Email
EVT0000761,2025-07-30T13:33:00,CUST00335,P003,calculator_use,Tablet,36,Direct
EVT0000762,2025-11-13T21:51:00,CUST00058,P005,application_start,Mobile,7,Search
EVT0000763,2025-07-05T09:01:00,CUST00496,P003,application_start,Tablet,16,Partner
EVT0000764,2026-05-01T20:45:00,CUST00286,P001,page_view,Mobile,36,Search
EVT0000765,2025-09-16T18:33:00,CUST00405,P004,page_view,Desktop,27,Email
EVT0000766,2026-01-06T19:52:00,CUST00297,P003,document_upload,Tablet,24,Social
EVT0000767,2025-06-20T09:39:00,CUST00478,P003,rate_check,Mobile,13,Direct
EVT0000768,2025-07-18T22:44:00,CUST00107,P004,application_start,Mobile,32,Search
EVT0000769,2026-04-18T14:33:00,CUST00251,P004,application_start,Mobile,32,Email
EVT0000770,2026-01-05T20:35:00,CUST00291,P002,application_start,Desktop,14,Email
EVT0000771,2025-09-21T17:04:00,CUST00046,P004,document_upload,Mobile,15,Social
EVT0000772,2026-07-12T20:19:00,CUST00013,P005,rate_check,Mobile,32,Search
EVT0000773,2026-09-15T17:00:00,CUST00099,P002,application_start,Mobile,8,Email
EVT0000774,2025-02-03T09:04:00,CUST00444,P001,page_view,Desktop,7,Email
EVT0000775,2025-01-01T12:18:00,CUST00158,P005,rate_check,Tablet,13,Partner
EVT0000776,2026-05-27T17:10:00,CUST00498,P003,page_view,Mobile,1,Direct
EVT0000777,2026-02-08T09:51:00,CUST00002,P005,application_start,Mobile,30,Social
EVT0000778,2026-09-10T17:05:00,CUST00010,P003,calculator_use,Mobile,15,Social
EVT0000779,2026-01-26T15:39:00,CUST00339,P001,document_upload,Mobile,30,Search
EVT0000780,2025-07-05T08:37:00,CUST00199,P004,application_start,Desktop,3,Search
EVT0000781,2026-04-15T10:27:00,CUST00390,P002,calculator_use,Desktop,12,Direct
EVT0000782,2026-02-01T17:36:00,CUST00187,P005,application_start,Desktop,18,Email
EVT0000783,2025-04-17T18:54:00,CUST00318,P004,calculator_use,Mobile,29,Social
EVT0000784,2026-05-16T15:00:00,CUST00101,P002,page_view,Desktop,22,Email
EVT0000785,2025-04-09T21:29:00,CUST00348,P005,application_start,Desktop,12,Partner
EVT0000786,2026-03-11T16:21:00,CUST00003,P005,application_start,Tablet,36,Social
EVT0000787,2026-03-07T20:04:00,CUST00445,P005,page_view,Tablet,22,Social
EVT0000788,2025-12-22T16:24:00,CUST00243,P002,application_start,Tablet,19,Search
EVT0000789,2026-02-25T12:17:00,CUST00486,P002,application_start,Desktop,11,Partner
EVT0000790,2026-05-17T14:53:00,CUST00103,P002,application_start,Tablet,28,Email
EVT0000791,2025-09-28T19:21:00,CUST00305,P004,document_upload,Mobile,25,Partner
EVT0000792,2026-08-21T18:16:00,CUST00317,P003,application_start,Tablet,6,Email
EVT0000793,2025-10-09T21:28:00,CUST00182,P002,calculator_use,Mobile,3,Search
EVT0000794,2026-01-09T11:28:00,CUST00130,P001,application_start,Desktop,1,Social
EVT0000795,2026-06-21T17:25:00,CUST00372,P003,calculator_use,Desktop,17,Email
EVT0000796,2025-08-31T15:51:00,CUST00450,P001,calculator_use,Mobile,36,Direct
EVT0000797,2026-06-22T08:23:00,CUST00396,P004,rate_check,Tablet,14,Search
EVT0000798,2026-01-16T22:25:00,CUST00374,P005,document_upload,Desktop,12,Social
EVT0000799,2026-02-21T17:24:00,CUST00062,P002,calculator_use,Tablet,34,Direct
EVT0000800,2025-01-30T15:14:00,CUST00357,P003,application_start,Desktop,4,Email
EVT0000801,2025-01-02T19:56:00,CUST00045,P003,application_start,Desktop,12,Email
EVT0000802,2025-11-18T09:02:00,CUST00430,P001,rate_check,Mobile,24,Social
EVT0000803,2026-04-08T18:37:00,CUST00118,P005,application_start,Desktop,13,Email
EVT0000804,2026-04-24T12:41:00,CUST00474,P004,application_start,Mobile,26,Partner
EVT0000805,2025-09-11T11:54:00,CUST00382,P001,rate_check,Mobile,13,Social
EVT0000806,2025-09-28T09:21:00,CUST00318,P004,document_upload,Desktop,4,Social
EVT0000807,2025-02-24T22:05:00,CUST00146,P001,page_view,Desktop,32,Partner
EVT0000808,2026-07-01T09:43:00,CUST00023,P004,document_upload,Mobile,8,Partner
EVT0000809,2025-09-26T17:56:00,CUST00154,P005,application_start,Mobile,31,Search
EVT0000810,2025-08-30T21:53:00,CUST00266,P002,page_view,Mobile,6,Email
EVT0000811,2025-11-26T15:55:00,CUST00129,P002,calculator_use,Mobile,31,Social
EVT0000812,2025-12-16T08:51:00,CUST00303,P002,calculator_use,Tablet,12,Partner
EVT0000813,2026-04-24T08:46:00,CUST00017,P002,application_start,Tablet,31,Email
EVT0000814,2025-03-03T15:05:00,CUST00222,P004,document_upload,Tablet,8,Search
EVT0000815,2025-09-02T22:46:00,CUST00308,P002,application_start,Desktop,14,Social
EVT0000816,2025-07-12T15:29:00,CUST00057,P002,calculator_use,Mobile,34,Email
EVT0000817,2025-08-01T22:58:00,CUST00492,P001,rate_check,Mobile,27,Social
EVT0000818,2025-12-09T22:44:00,CUST00229,P001,document_upload,Desktop,32,Social
EVT0000819,2026-02-19T21:41:00,CUST00034,P001,calculator_use,Desktop,2,Partner
EVT0000820,2026-05-23T08:29:00,CUST00137,P001,document_upload,Desktop,35,Email
EVT0000821,2025-10-03T16:12:00,CUST00226,P005,page_view,Desktop,17,Social
EVT0000822,2026-04-19T11:27:00,CUST00431,P003,calculator_use,Tablet,19,Direct
EVT0000823,2025-09-26T17:08:00,CUST00445,P003,application_start,Desktop,33,Direct
EVT0000824,2025-07-13T09:55:00,CUST00315,P001,application_start,Tablet,33,Search
EVT0000825,2025-09-20T11:47:00,CUST00406,P004,page_view,Mobile,32,Social
EVT0000826,2026-05-30T21:17:00,CUST00167,P005,calculator_use,Mobile,3,Social
EVT0000827,2025-11-20T19:37:00,CUST00288,P005,rate_check,Desktop,13,Search
EVT0000828,2026-04-18T18:56:00,CUST00498,P001,calculator_use,Mobile,1,Email
EVT0000829,2026-09-27T17:49:00,CUST00080,P004,page_view,Desktop,24,Search
EVT0000830,2025-05-14T17:38:00,CUST00106,P001,document_upload,Mobile,25,Search
EVT0000831,2026-09-07T21:57:00,CUST00113,P001,rate_check,Desktop,23,Partner
EVT0000832,2025-01-04T11:01:00,CUST00181,P003,application_start,Tablet,8,Email
EVT0000833,2025-07-04T18:29:00,CUST00141,P001,rate_check,Desktop,2,Direct
EVT0000834,2026-01-01T11:05:00,CUST00075,P005,document_upload,Mobile,1,Direct
EVT0000835,2025-07-25T09:42:00,CUST00150,P002,document_upload,Desktop,3,Partner
EVT0000836,2025-05-10T20:58:00,CUST00478,P005,page_view,Mobile,34,Direct
EVT0000837,2026-08-04T11:58:00,CUST00401,P001,page_view,Mobile,20,Social
EVT0000838,2025-08-11T22:33:00,CUST00148,P004,calculator_use,Mobile,32,Social
EVT0000839,2026-08-24T20:33:00,CUST00229,P002,rate_check,Mobile,22,Email
EVT0000840,2025-04-18T13:54:00,CUST00122,P005,page_view,Tablet,11,Partner
EVT0000841,2026-06-12T21:08:00,CUST00075,P002,application_start,Mobile,9,Social
EVT0000842,2026-06-01T13:11:00,CUST00182,P001,calculator_use,Mobile,30,Partner
EVT0000843,2026-06-23T18:46:00,CUST00397,P005,page_view,Mobile,22,Social
EVT0000844,2025-02-24T22:32:00,CUST00022,P002,page_view,Tablet,28,Social
EVT0000845,2025-09-26T19:32:00,CUST00169,P003,application_start,Mobile,7,Email
EVT0000846,2026-06-09T16:18:00,CUST00008,P003,document_upload,Tablet,8,Email
EVT0000847,2026-06-07T17:08:00,CUST00378,P001,calculator_use,Mobile,27,Email
EVT0000848,2025-12-07T08:28:00,CUST00022,P002,application_start,Tablet,24,Email
EVT0000849,2026-09-08T19:51:00,CUST00402,P003,rate_check,Mobile,22,Social
EVT0000850,2025-03-05T16:48:00,CUST00262,P001,rate_check,Tablet,10,Partner
EVT0000851,2025-11-04T15:49:00,CUST00225,P003,application_start,Tablet,32,Partner
EVT0000852,2026-08-12T21:11:00,CUST00140,P003,calculator_use,Mobile,8,Search
EVT0000853,2026-04-04T10:54:00,CUST00112,P005,calculator_use,Tablet,16,Partner
EVT0000854,2026-09-23T08:01:00,CUST00306,P004,application_start,Desktop,19,Email
EVT0000855,2026-09-07T12:35:00,CUST00458,P003,calculator_use,Tablet,27,Partner
EVT0000856,2025-04-19T14:27:00,CUST00459,P003,rate_check,Desktop,22,Partner
EVT0000857,2025-05-01T10:21:00,CUST00338,P004,calculator_use,Tablet,15,Email
EVT0000858,2025-06-22T20:28:00,CUST00462,P001,application_start,Mobile,17,Social
EVT0000859,2026-01-20T12:07:00,CUST00376,P001,rate_check,Desktop,32,Search
EVT0000860,2026-02-11T13:12:00,CUST00348,P004,page_view,Mobile,24,Direct
EVT0000861,2025-10-10T09:31:00,CUST00356,P002,page_view,Desktop,22,Email
EVT0000862,2025-12-11T16:15:00,CUST00492,P003,calculator_use,Mobile,23,Social
EVT0000863,2026-01-08T22:27:00,CUST00494,P003,rate_check,Desktop,28,Social
EVT0000864,2025-07-28T13:50:00,CUST00490,P002,application_start,Tablet,27,Partner
EVT0000865,2026-07-28T21:50:00,CUST00261,P001,document_upload,Mobile,1,Email
EVT0000866,2025-04-04T08:32:00,CUST00412,P005,application_start,Tablet,4,Email
EVT0000867,2026-05-01T09:23:00,CUST00103,P001,calculator_use,Tablet,31,Social
EVT0000868,2025-04-06T18:45:00,CUST00165,P002,document_upload,Mobile,15,Search
EVT0000869,2026-01-28T22:02:00,CUST00201,P005,document_upload,Tablet,16,Direct
EVT0000870,2025-02-06T16:36:00,CUST00343,P004,document_upload,Tablet,35,Email
EVT0000871,2025-04-01T08:23:00,CUST00331,P001,calculator_use,Tablet,13,Social
EVT0000872,2025-04-21T13:53:00,CUST00041,P001,rate_check,Desktop,3,Search
EVT0000873,2025-02-19T08:39:00,CUST00208,P003,rate_check,Tablet,16,Search
EVT0000874,2026-03-20T11:31:00,CUST00482,P005,document_upload,Desktop,12,Direct
EVT0000875,2026-07-11T16:40:00,CUST00341,P002,application_start,Tablet,11,Direct
EVT0000876,2026-09-22T11:33:00,CUST00287,P005,calculator_use,Mobile,29,Social
EVT0000877,2026-04-09T14:25:00,CUST00051,P004,rate_check,Tablet,18,Search
EVT0000878,2026-07-11T11:19:00,CUST00379,P001,document_upload,Tablet,6,Search
EVT0000879,2026-02-19T14:18:00,CUST00151,P002,application_start,Mobile,10,Partner
EVT0000880,2025-01-31T12:29:00,CUST00158,P003,document_upload,Desktop,11,Partner
EVT0000881,2026-02-21T11:28:00,CUST00307,P004,document_upload,Tablet,21,Social
EVT0000882,2026-05-01T15:52:00,CUST00048,P005,calculator_use,Mobile,11,Email
EVT0000883,2026-04-02T18:05:00,CUST00199,P005,calculator_use,Mobile,25,Social
EVT0000884,2026-09-24T19:21:00,CUST00112,P005,rate_check,Desktop,21,Email
EVT0000885,2026-02-18T12:41:00,CUST00414,P004,rate_check,Desktop,18,Direct
EVT0000886,2026-01-23T20:50:00,CUST00483,P002,document_upload,Desktop,36,Social
EVT0000887,2025-10-02T20:37:00,CUST00413,P004,application_start,Mobile,27,Social
EVT0000888,2026-07-05T10:53:00,CUST00033,P001,rate_check,Tablet,10,Search
EVT0000889,2025-09-30T14:35:00,CUST00341,P002,application_start,Desktop,12,Direct
EVT0000890,2025-08-01T11:31:00,CUST00116,P004,document_upload,Mobile,4,Partner
EVT0000891,2025-07-28T16:26:00,CUST00346,P001,application_start,Mobile,34,Email
EVT0000892,2025-09-08T08:59:00,CUST00254,P005,calculator_use,Mobile,21,Social
EVT0000893,2026-04-06T18:25:00,CUST00198,P003,calculator_use,Mobile,33,Partner
EVT0000894,2025-02-25T22:22:00,CUST00288,P001,calculator_use,Desktop,9,Partner
EVT0000895,2026-03-11T12:40:00,CUST00327,P004,calculator_use,Tablet,17,Search
EVT0000896,2025-08-18T10:29:00,CUST00496,P004,page_view,Mobile,27,Direct
EVT0000897,2025-12-30T11:56:00,CUST00131,P004,calculator_use,Mobile,12,Direct
EVT0000898,2025-06-04T09:43:00,CUST00032,P003,document_upload,Mobile,29,Email
EVT0000899,2026-01-13T10:03:00,CUST00234,P001,rate_check,Mobile,6,Social
EVT0000900,2026-06-25T13:42:00,CUST00048,P005,page_view,Mobile,27,Email
EVT0000901,2025-08-30T11:20:00,CUST00322,P001,document_upload,Mobile,4,Social
EVT0000902,2025-07-12T22:11:00,CUST00045,P003,rate_check,Tablet,33,Partner
EVT0000903,2026-02-25T19:13:00,CUST00461,P004,rate_check,Mobile,4,Email
EVT0000904,2025-07-29T16:06:00,CUST00066,P002,page_view,Mobile,3,Social
EVT0000905,2026-05-18T08:02:00,CUST00316,P001,calculator_use,Desktop,9,Social
EVT0000906,2025-10-01T13:29:00,CUST00042,P005,calculator_use,Tablet,27,Email
EVT0000907,2025-01-22T13:54:00,CUST00317,P005,rate_check,Mobile,2,Search
EVT0000908,2026-09-28T14:06:00,CUST00180,P005,page_view,Mobile,14,Email
EVT0000909,2025-07-18T08:19:00,CUST00463,P005,page_view,Tablet,31,Partner
EVT0000910,2025-05-07T11:02:00,CUST00375,P003,application_start,Desktop,1,Social
EVT0000911,2025-05-24T09:25:00,CUST00385,P002,document_upload,Tablet,30,Email
EVT0000912,2026-04-16T09:18:00,CUST00174,P002,application_start,Desktop,10,Direct
EVT0000913,2025-03-26T17:08:00,CUST00146,P002,application_start,Mobile,16,Direct
EVT0000914,2026-03-12T14:22:00,CUST00092,P004,application_start,Desktop,12,Search
EVT0000915,2025-03-30T22:26:00,CUST00104,P004,calculator_use,Mobile,33,Direct
EVT0000916,2025-09-14T15:20:00,CUST00215,P002,calculator_use,Mobile,10,Partner
EVT0000917,2025-02-25T18:15:00,CUST00234,P002,application_start,Tablet,31,Direct
EVT0000918,2025-11-18T09:00:00,CUST00074,P004,page_view,Mobile,28,Social
EVT0000919,2026-03-13T17:00:00,CUST00250,P001,calculator_use,Mobile,5,Direct
EVT0000920,2025-03-27T19:33:00,CUST00498,P002,page_view,Mobile,30,Social
EVT0000921,2025-09-04T13:51:00,CUST00104,P002,rate_check,Tablet,15,Search
EVT0000922,2025-10-07T16:18:00,CUST00009,P003,document_upload,Tablet,21,Direct
EVT0000923,2025-12-05T15:52:00,CUST00446,P004,page_view,Mobile,19,Search
EVT0000924,2026-06-25T11:02:00,CUST00075,P001,rate_check,Mobile,12,Partner
EVT0000925,2026-02-27T19:33:00,CUST00350,P003,calculator_use,Tablet,22,Direct
EVT0000926,2025-05-27T19:02:00,CUST00294,P001,calculator_use,Desktop,5,Email
EVT0000927,2026-07-12T16:02:00,CUST00364,P003,calculator_use,Desktop,4,Social
EVT0000928,2025-10-19T14:49:00,CUST00114,P002,calculator_use,Tablet,16,Search
EVT0000929,2025-09-01T08:20:00,CUST00214,P002,application_start,Tablet,24,Email
EVT0000930,2025-02-24T08:36:00,CUST00100,P004,document_upload,Mobile,8,Partner
EVT0000931,2025-08-27T15:59:00,CUST00395,P003,application_start,Desktop,10,Direct
EVT0000932,2025-01-11T21:47:00,CUST00403,P004,calculator_use,Mobile,4,Direct
EVT0000933,2025-12-16T19:44:00,CUST00420,P002,document_upload,Desktop,36,Search
EVT0000934,2026-08-02T19:30:00,CUST00442,P002,page_view,Mobile,35,Email
EVT0000935,2025-04-22T15:24:00,CUST00195,P005,document_upload,Mobile,24,Direct
EVT0000936,2025-04-07T15:47:00,CUST00182,P005,rate_check,Tablet,16,Direct
EVT0000937,2025-02-28T18:22:00,CUST00391,P001,calculator_use,Tablet,6,Partner
EVT0000938,2025-07-13T11:45:00,CUST00311,P005,page_view,Mobile,14,Partner
EVT0000939,2025-01-29T16:38:00,CUST00148,P004,calculator_use,Tablet,20,Direct
EVT0000940,2025-10-31T22:55:00,CUST00198,P003,calculator_use,Desktop,22,Social
EVT0000941,2026-04-24T08:42:00,CUST00104,P003,application_start,Mobile,24,Direct
EVT0000942,2026-02-06T10:55:00,CUST00296,P003,page_view,Mobile,35,Email
EVT0000943,2025-07-06T15:07:00,CUST00218,P002,document_upload,Tablet,11,Partner
EVT0000944,2026-01-28T20:47:00,CUST00014,P002,page_view,Desktop,36,Partner
EVT0000945,2025-05-01T08:38:00,CUST00263,P001,rate_check,Mobile,1,Social
EVT0000946,2026-08-27T12:54:00,CUST00333,P001,document_upload,Desktop,36,Direct
EVT0000947,2025-02-20T08:55:00,CUST00335,P004,rate_check,Desktop,32,Partner
EVT0000948,2026-06-25T08:22:00,CUST00342,P002,document_upload,Mobile,30,Partner
EVT0000949,2025-02-20T09:17:00,CUST00436,P004,document_upload,Mobile,9,Partner
EVT0000950,2025-04-13T09:36:00,CUST00260,P002,calculator_use,Mobile,26,Email
EVT0000951,2026-05-18T15:12:00,CUST00223,P001,calculator_use,Tablet,24,Partner
EVT0000952,2025-04-25T17:52:00,CUST00357,P005,rate_check,Desktop,3,Email
EVT0000953,2025-07-29T13:25:00,CUST00444,P001,rate_check,Tablet,30,Email
EVT0000954,2026-09-17T10:22:00,CUST00375,P005,page_view,Desktop,32,Email
EVT0000955,2026-04-24T19:17:00,CUST00055,P004,document_upload,Mobile,31,Search
EVT0000956,2025-05-04T16:08:00,CUST00186,P005,page_view,Mobile,32,Email
EVT0000957,2025-10-16T15:28:00,CUST00261,P004,document_upload,Desktop,24,Social
EVT0000958,2025-12-08T18:35:00,CUST00476,P005,calculator_use,Desktop,35,Search
EVT0000959,2026-09-11T17:37:00,CUST00191,P004,application_start,Desktop,12,Email
EVT0000960,2025-03-24T17:12:00,CUST00075,P001,page_view,Tablet,25,Email
EVT0000961,2025-05-07T10:24:00,CUST00219,P005,application_start,Desktop,6,Social
EVT0000962,2026-08-13T11:13:00,CUST00216,P005,calculator_use,Desktop,3,Search
EVT0000963,2025-09-09T20:35:00,CUST00322,P001,application_start,Tablet,14,Direct
EVT0000964,2026-06-28T10:32:00,CUST00165,P004,application_start,Mobile,15,Search
EVT0000965,2025-07-02T14:44:00,CUST00169,P003,rate_check,Desktop,9,Social
EVT0000966,2026-07-17T15:16:00,CUST00346,P003,application_start,Tablet,8,Direct
EVT0000967,2025-06-11T14:37:00,CUST00096,P005,document_upload,Desktop,19,Email
EVT0000968,2025-08-25T17:10:00,CUST00063,P004,rate_check,Desktop,15,Direct
EVT0000969,2026-06-07T14:21:00,CUST00226,P004,page_view,Desktop,18,Partner
EVT0000970,2025-11-20T13:30:00,CUST00192,P001,application_start,Tablet,31,Social
EVT0000971,2025-11-04T11:04:00,CUST00041,P004,rate_check,Tablet,20,Search
EVT0000972,2025-07-31T13:15:00,CUST00155,P003,document_upload,Tablet,5,Direct
EVT0000973,2026-05-22T13:02:00,CUST00354,P003,document_upload,Desktop,30,Search
EVT0000974,2025-10-06T16:02:00,CUST00026,P005,rate_check,Mobile,24,Partner
EVT0000975,2026-03-04T10:56:00,CUST00330,P003,document_upload,Mobile,13,Search
EVT0000976,2026-02-21T16:24:00,CUST00296,P001,application_start,Desktop,34,Social
EVT0000977,2025-01-17T14:36:00,CUST00162,P003,calculator_use,Desktop,18,Email
EVT0000978,2025-03-03T20:45:00,CUST00411,P001,page_view,Desktop,20,Search
EVT0000979,2026-08-31T15:16:00,CUST00440,P004,document_upload,Desktop,23,Email
EVT0000980,2025-06-03T09:58:00,CUST00431,P005,page_view,Desktop,34,Direct
EVT0000981,2026-09-22T14:39:00,CUST00259,P005,document_upload,Tablet,8,Search
EVT0000982,2026-08-24T11:23:00,CUST00492,P002,application_start,Mobile,14,Social
EVT0000983,2025-03-21T09:05:00,CUST00158,P005,calculator_use,Tablet,32,Direct
EVT0000984,2025-11-03T15:23:00,CUST00438,P002,application_start,Desktop,6,Partner
EVT0000985,2026-01-29T10:19:00,CUST00147,P002,calculator_use,Mobile,19,Partner
EVT0000986,2025-07-02T09:53:00,CUST00084,P001,rate_check,Mobile,17,Partner
EVT0000987,2025-05-28T18:15:00,CUST00319,P002,document_upload,Mobile,1,Partner
EVT0000988,2026-04-01T11:42:00,CUST00429,P001,calculator_use,Desktop,18,Partner
EVT0000989,2025-12-15T21:59:00,CUST00197,P001,calculator_use,Mobile,4,Direct
EVT0000990,2025-09-13T22:36:00,CUST00214,P001,document_upload,Desktop,4,Partner
EVT0000991,2025-04-21T14:12:00,CUST00296,P003,calculator_use,Desktop,5,Email
EVT0000992,2025-07-01T08:58:00,CUST00324,P001,rate_check,Desktop,19,Direct
EVT0000993,2026-02-13T09:24:00,CUST00250,P003,document_upload,Desktop,22,Partner
EVT0000994,2026-06-26T19:58:00,CUST00130,P001,calculator_use,Mobile,8,Search
EVT0000995,2026-03-22T14:23:00,CUST00112,P002,page_view,Desktop,34,Email
EVT0000996,2025-03-10T13:57:00,CUST00482,P005,application_start,Tablet,21,Social
EVT0000997,2026-09-20T09:42:00,CUST00060,P004,calculator_use,Tablet,31,Social
EVT0000998,2025-03-02T19:21:00,CUST00088,P005,rate_check,Tablet,20,Social
EVT0000999,2025-03-29T21:37:00,CUST00092,P002,page_view,Tablet,7,Email
EVT0001000,2026-08-20T22:38:00,CUST00082,P005,calculator_use,Tablet,8,Email
EVT0001001,2025-01-08T20:05:00,CUST00057,P003,rate_check,Tablet,24,Partner
EVT0001002,2026-08-19T11:37:00,CUST00462,P005,page_view,Mobile,11,Partner
EVT0001003,2025-01-06T22:07:00,CUST00165,P002,rate_check,Tablet,2,Direct
EVT0001004,2025-02-13T10:03:00,CUST00231,P003,document_upload,Tablet,20,Email
EVT0001005,2026-05-31T16:33:00,CUST00224,P005,application_start,Mobile,24,Social
EVT0001006,2025-03-17T19:34:00,CUST00153,P005,rate_check,Mobile,12,Social
EVT0001007,2026-01-30T15:56:00,CUST00064,P002,calculator_use,Tablet,7,Partner
EVT0001008,2026-08-14T09:58:00,CUST00160,P003,calculator_use,Desktop,10,Direct
EVT0001009,2025-04-08T09:12:00,CUST00287,P001,page_view,Tablet,21,Search
EVT0001010,2026-01-03T14:53:00,CUST00112,P001,document_upload,Desktop,16,Email
EVT0001011,2025-09-14T22:45:00,CUST00094,P005,page_view,Tablet,9,Search
EVT0001012,2026-02-09T10:25:00,CUST00452,P003,application_start,Desktop,16,Search
EVT0001013,2025-11-17T11:59:00,CUST00006,P002,calculator_use,Desktop,16,Social
EVT0001014,2025-02-10T21:28:00,CUST00218,P004,application_start,Mobile,2,Email
EVT0001015,2026-09-26T22:46:00,CUST00396,P002,rate_check,Tablet,35,Partner
EVT0001016,2026-02-09T22:30:00,CUST00328,P004,calculator_use,Desktop,35,Partner
EVT0001017,2025-03-18T08:28:00,CUST00250,P002,calculator_use,Desktop,19,Direct
EVT0001018,2025-08-12T19:02:00,CUST00011,P002,calculator_use,Desktop,2,Social
EVT0001019,2025-05-29T12:51:00,CUST00366,P004,application_start,Desktop,23,Email
EVT0001020,2025-12-21T12:56:00,CUST00094,P004,page_view,Mobile,35,Social
EVT0001021,2026-08-31T10:31:00,CUST00344,P002,application_start,Tablet,15,Social
EVT0001022,2025-07-09T11:35:00,CUST00283,P003,page_view,Tablet,11,Social
EVT0001023,2026-01-26T18:12:00,CUST00296,P002,rate_check,Mobile,36,Partner
EVT0001024,2026-05-05T22:47:00,CUST00265,P001,page_view,Mobile,12,Search
EVT0001025,2025-08-25T09:33:00,CUST00181,P004,document_upload,Tablet,24,Social
EVT0001026,2025-03-24T19:27:00,CUST00121,P001,document_upload,Tablet,12,Direct
EVT0001027,2025-11-23T11:19:00,CUST00334,P002,application_start,Tablet,4,Email
EVT0001028,2025-01-04T15:30:00,CUST00004,P004,calculator_use,Desktop,36,Social
EVT0001029,2026-08-03T12:42:00,CUST00471,P003,document_upload,Tablet,26,Search
EVT0001030,2026-04-13T14:32:00,CUST00401,P003,application_start,Tablet,27,Search
EVT0001031,2025-09-01T16:59:00,CUST00394,P001,page_view,Mobile,23,Direct
EVT0001032,2026-07-20T12:47:00,CUST00313,P003,calculator_use,Mobile,11,Search
EVT0001033,2026-08-20T13:21:00,CUST00461,P003,page_view,Desktop,13,Direct
EVT0001034,2026-09-20T09:22:00,CUST00381,P003,calculator_use,Desktop,27,Search
EVT0001035,2025-04-23T22:47:00,CUST00338,P003,page_view,Desktop,27,Partner
EVT0001036,2025-04-20T18:14:00,CUST00159,P003,application_start,Desktop,26,Email
EVT0001037,2025-01-11T21:21:00,CUST00376,P005,page_view,Mobile,5,Partner
EVT0001038,2025-05-26T10:15:00,CUST00122,P004,calculator_use,Desktop,27,Partner
EVT0001039,2026-04-23T21:02:00,CUST00432,P005,rate_check,Tablet,12,Search
EVT0001040,2025-04-25T10:33:00,CUST00325,P005,page_view,Mobile,5,Social
EVT0001041,2026-08-07T20:14:00,CUST00418,P005,calculator_use,Mobile,29,Email
EVT0001042,2025-05-03T09:57:00,CUST00450,P002,rate_check,Mobile,21,Social
EVT0001043,2026-05-25T22:52:00,CUST00217,P002,rate_check,Desktop,6,Email
EVT0001044,2025-09-02T09:57:00,CUST00311,P002,page_view,Tablet,33,Partner
EVT0001045,2025-02-25T21:27:00,CUST00083,P002,calculator_use,Tablet,17,Direct
EVT0001046,2026-06-30T09:32:00,CUST00014,P002,page_view,Desktop,27,Email
EVT0001047,2025-04-05T18:02:00,CUST00281,P003,page_view,Desktop,5,Social
EVT0001048,2025-03-19T19:16:00,CUST00079,P003,page_view,Tablet,6,Partner
EVT0001049,2026-06-15T12:27:00,CUST00024,P002,page_view,Mobile,36,Partner
EVT0001050,2025-07-16T10:48:00,CUST00273,P004,page_view,Mobile,31,Direct
EVT0001051,2025-01-22T12:12:00,CUST00108,P002,calculator_use,Tablet,32,Email
EVT0001052,2025-11-11T12:08:00,CUST00110,P002,page_view,Desktop,27,Email
EVT0001053,2025-01-22T12:53:00,CUST00034,P001,application_start,Desktop,5,Direct
EVT0001054,2025-04-24T11:07:00,CUST00323,P003,rate_check,Mobile,24,Email
EVT0001055,2026-08-08T12:08:00,CUST00492,P004,page_view,Tablet,31,Search
EVT0001056,2025-08-26T17:22:00,CUST00351,P002,application_start,Tablet,30,Search
EVT0001057,2026-05-16T14:50:00,CUST00337,P001,page_view,Tablet,34,Social
