touch_id,touch_date,customer_id,campaign_id,campaign_name,target_product_family,channel,offer_variant,converted,attributed_transaction_id,attributed_revenue
TCH000255,2025-11-24,CUST00017,CMP001,Savings Rate Booster,Deposits,Contact Center,Rate,False,,0
TCH000256,2025-06-30,CUST00341,CMP002,Debt Consolidation Loan,Lending,Paid Search,Control,True,TXN0001101,235.45
TCH000257,2026-09-21,CUST00492,CMP001,Savings Rate Booster,Deposits,Email,Control,False,,0
TCH000258,2026-07-02,CUST00132,CMP002,Debt Consolidation Loan,Lending,Paid Search,Education,False,,0
TCH000259,2025-08-22,CUST00099,CMP001,Savings Rate Booster,Deposits,Display,Rate,False,,0
TCH000260,2025-04-30,CUST00194,CMP005,CD Maturity Winback,Deposits,Paid Search,Rate,False,,0
TCH000261,2025-12-10,CUST00131,CMP005,CD Maturity Winback,Deposits,In App,Cash Bonus,False,,0
TCH000262,2025-08-10,CUST00065,CMP003,Invest Starter,Wealth,Contact Center,Rewards,False,,0
TCH000263,2025-11-02,CUST00396,CMP003,Invest Starter,Wealth,In App,Control,False,,0
TCH000264,2026-08-21,CUST00136,CMP002,Debt Consolidation Loan,Lending,In App,Rate,False,,0
TCH000265,2025-02-25,CUST00090,CMP003,Invest Starter,Wealth,Contact Center,Cash Bonus,False,,0
TCH000266,2026-04-10,CUST00224,CMP002,Debt Consolidation Loan,Lending,In App,Rate,False,,0
TCH000267,2026-08-10,CUST00339,CMP003,Invest Starter,Wealth,Display,Rate,False,,0
TCH000268,2025-08-26,CUST00242,CMP005,CD Maturity Winback,Deposits,Email,Cash Bonus,False,,0
TCH000269,2026-02-18,CUST00197,CMP002,Debt Consolidation Loan,Lending,Display,Education,False,,0
TCH000270,2026-05-15,CUST00137,CMP001,Savings Rate Booster,Deposits,In App,Rate,False,,0
TCH000271,2025-09-10,CUST00404,CMP003,Invest Starter,Wealth,Contact Center,Control,False,,0
TCH000272,2026-03-03,CUST00470,CMP005,CD Maturity Winback,Deposits,Email,Cash Bonus,False,,0
TCH000273,2026-01-14,CUST00401,CMP004,Card Rewards Upgrade,Cards,Contact Center,Cash Bonus,True,TXN0001175,110.01
TCH000274,2026-03-29,CUST00148,CMP002,Debt Consolidation Loan,Lending,Display,Rewards,False,,0
TCH000275,2025-11-22,CUST00369,CMP004,Card Rewards Upgrade,Cards,Display,Rate,False,,0
TCH000276,2026-02-22,CUST00298,CMP005,CD Maturity Winback,Deposits,Contact Center,Education,True,TXN0001835,17.61
TCH000277,2025-09-13,CUST00383,CMP003,Invest Starter,Wealth,In App,Rewards,True,TXN0000596,83.93
TCH000278,2025-11-01,CUST00078,CMP005,CD Maturity Winback,Deposits,Email,Rate,True,TXN0001389,416.05
TCH000279,2026-03-05,CUST00443,CMP004,Card Rewards Upgrade,Cards,Contact Center,Rate,False,,0
TCH000280,2025-08-06,CUST00139,CMP003,Invest Starter,Wealth,Display,Rewards,False,,0
TCH000281,2026-05-28,CUST00169,CMP005,CD Maturity Winback,Deposits,Paid Search,Education,False,,0
TCH000282,2025-04-14,CUST00212,CMP001,Savings Rate Booster,Deposits,Contact Center,Rate,False,,0
TCH000283,2026-04-27,CUST00290,CMP003,Invest Starter,Wealth,Paid Search,Education,False,,0
TCH000284,2026-07-14,CUST00386,CMP005,CD Maturity Winback,Deposits,Email,Rewards,False,,0
TCH000285,2025-08-18,CUST00182,CMP001,Savings Rate Booster,Deposits,Contact Center,Control,False,,0
TCH000286,2026-06-12,CUST00202,CMP001,Savings Rate Booster,Deposits,In App,Control,False,,0
TCH000287,2025-01-24,CUST00126,CMP001,Savings Rate Booster,Deposits,Paid Search,Rewards,False,,0
TCH000288,2025-03-02,CUST00195,CMP002,Debt Consolidation Loan,Lending,Paid Search,Control,False,,0
TCH000289,2026-07-04,CUST00141,CMP001,Savings Rate Booster,Deposits,In App,Education,False,,0
TCH000290,2025-05-24,CUST00285,CMP001,Savings Rate Booster,Deposits,Display,Education,False,,0
TCH000291,2025-05-15,CUST00061,CMP002,Debt Consolidation Loan,Lending,Display,Rewards,False,,0
TCH000292,2025-11-01,CUST00304,CMP002,Debt Consolidation Loan,Lending,In App,Rewards,False,,0
TCH000293,2025-10-12,CUST00166,CMP002,Debt Consolidation Loan,Lending,Contact Center,Rate,False,,0
TCH000294,2025-10-31,CUST00432,CMP004,Card Rewards Upgrade,Cards,In App,Rate,False,,0
TCH000295,2025-04-22,CUST00307,CMP002,Debt Consolidation Loan,Lending,Contact Center,Education,False,,0
TCH000296,2025-08-09,CUST00006,CMP003,Invest Starter,Wealth,Contact Center,Cash Bonus,False,,0
TCH000297,2025-03-23,CUST00434,CMP005,CD Maturity Winback,Deposits,Email,Rate,False,,0
TCH000298,2026-01-28,CUST00360,CMP004,Card Rewards Upgrade,Cards,Contact Center,Rewards,False,,0
TCH000299,2026-02-24,CUST00318,CMP001,Savings Rate Booster,Deposits,Email,Rewards,False,,0
TCH000300,2025-08-12,CUST00115,CMP005,CD Maturity Winback,Deposits,Contact Center,Control,False,,0
TCH000301,2026-02-03,CUST00054,CMP001,Savings Rate Booster,Deposits,Contact Center,Control,True,TXN0001024,331.66
TCH000302,2025-09-10,CUST00206,CMP001,Savings Rate Booster,Deposits,Display,Education,False,,0
TCH000303,2025-03-25,CUST00390,CMP001,Savings Rate Booster,Deposits,Display,Cash Bonus,True,TXN0000686,179.26
TCH000304,2026-03-06,CUST00244,CMP002,Debt Consolidation Loan,Lending,Paid Search,Cash Bonus,False,,0
TCH000305,2025-04-13,CUST00407,CMP005,CD Maturity Winback,Deposits,Contact Center,Education,False,,0
TCH000306,2025-03-05,CUST00046,CMP003,Invest Starter,Wealth,In App,Rewards,False,,0
TCH000307,2025-02-08,CUST00111,CMP005,CD Maturity Winback,Deposits,Contact Center,Control,True,TXN0000743,60.45
TCH000308,2025-01-11,CUST00206,CMP001,Savings Rate Booster,Deposits,Contact Center,Education,False,,0
TCH000309,2025-01-26,CUST00396,CMP001,Savings Rate Booster,Deposits,Paid Search,Control,True,TXN0000914,140.15
TCH000310,2026-07-30,CUST00272,CMP002,Debt Consolidation Loan,Lending,In App,Rewards,False,,0
TCH000311,2026-07-12,CUST00207,CMP001,Savings Rate Booster,Deposits,Email,Education,False,,0
TCH000312,2025-09-10,CUST00021,CMP005,CD Maturity Winback,Deposits,Email,Rate,False,,0
TCH000313,2025-12-04,CUST00257,CMP003,Invest Starter,Wealth,Display,Rate,False,,0
TCH000314,2025-11-23,CUST00108,CMP001,Savings Rate Booster,Deposits,Email,Rewards,True,TXN0001239,124.21
TCH000315,2025-04-09,CUST00344,CMP005,CD Maturity Winback,Deposits,Contact Center,Control,False,,0
TCH000316,2026-07-11,CUST00472,CMP002,Debt Consolidation Loan,Lending,Email,Cash Bonus,False,,0
TCH000317,2025-03-30,CUST00051,CMP004,Card Rewards Upgrade,Cards,Email,Rate,False,,0
TCH000318,2025-04-11,CUST00401,CMP002,Debt Consolidation Loan,Lending,Display,Control,False,,0
TCH000319,2026-04-21,CUST00156,CMP002,Debt Consolidation Loan,Lending,Email,Rate,False,,0
TCH000320,2025-04-01,CUST00285,CMP005,CD Maturity Winback,Deposits,Email,Rate,False,,0
TCH000321,2025-11-03,CUST00236,CMP005,CD Maturity Winback,Deposits,In App,Control,False,,0
TCH000322,2026-03-23,CUST00110,CMP005,CD Maturity Winback,Deposits,Contact Center,Cash Bonus,False,,0
TCH000323,2025-10-29,CUST00195,CMP004,Card Rewards Upgrade,Cards,Paid Search,Education,False,,0
TCH000324,2026-07-22,CUST00123,CMP001,Savings Rate Booster,Deposits,Email,Control,False,,0
TCH000325,2026-09-22,CUST00155,CMP004,Card Rewards Upgrade,Cards,In App,Control,False,,0
TCH000326,2025-06-23,CUST00147,CMP005,CD Maturity Winback,Deposits,Paid Search,Control,False,,0
TCH000327,2025-02-19,CUST00146,CMP003,Invest Starter,Wealth,Email,Cash Bonus,True,TXN0000701,243.97
TCH000328,2025-02-22,CUST00170,CMP002,Debt Consolidation Loan,Lending,In App,Rate,False,,0
TCH000329,2026-02-21,CUST00035,CMP004,Card Rewards Upgrade,Cards,Display,Cash Bonus,False,,0
TCH000330,2025-06-29,CUST00166,CMP002,Debt Consolidation Loan,Lending,In App,Cash Bonus,False,,0
TCH000331,2025-05-23,CUST00002,CMP001,Savings Rate Booster,Deposits,Display,Rewards,False,,0
TCH000332,2026-04-23,CUST00479,CMP001,Savings Rate Booster,Deposits,Contact Center,Education,False,,0
TCH000333,2026-06-23,CUST00267,CMP003,Invest Starter,Wealth,Display,Rewards,False,,0
TCH000334,2025-10-17,CUST00310,CMP004,Card Rewards Upgrade,Cards,Contact Center,Rate,False,,0
TCH000335,2026-01-14,CUST00016,CMP001,Savings Rate Booster,Deposits,Display,Rewards,True,TXN0001821,98.64
TCH000336,2026-02-16,CUST00179,CMP004,Card Rewards Upgrade,Cards,Contact Center,Cash Bonus,True,TXN0001065,144.35
TCH000337,2025-07-08,CUST00437,CMP002,Debt Consolidation Loan,Lending,Email,Rewards,False,,0
TCH000338,2026-02-18,CUST00200,CMP002,Debt Consolidation Loan,Lending,Display,Rewards,True,TXN0001893,121.31
TCH000339,2025-09-23,CUST00014,CMP003,Invest Starter,Wealth,Email,Rewards,False,,0
TCH000340,2025-02-13,CUST00340,CMP001,Savings Rate Booster,Deposits,Display,Control,True,TXN0002473,58.83
TCH000341,2026-01-23,CUST00003,CMP002,Debt Consolidation Loan,Lending,In App,Rate,False,,0
TCH000342,2026-06-09,CUST00021,CMP003,Invest Starter,Wealth,Email,Control,False,,0
TCH000343,2026-02-26,CUST00496,CMP001,Savings Rate Booster,Deposits,Contact Center,Control,False,,0
TCH000344,2025-04-13,CUST00498,CMP003,Invest Starter,Wealth,Contact Center,Rate,False,,0
TCH000345,2026-02-22,CUST00242,CMP001,Savings Rate Booster,Deposits,Email,Control,True,TXN0001460,98.34
TCH000346,2025-06-15,CUST00446,CMP003,Invest Starter,Wealth,Contact Center,Rate,True,TXN0000421,104.78
TCH000347,2026-07-24,CUST00090,CMP002,Debt Consolidation Loan,Lending,Contact Center,Cash Bonus,True,TXN0000038,304.77
TCH000348,2025-06-09,CUST00168,CMP004,Card Rewards Upgrade,Cards,Display,Education,False,,0
TCH000349,2025-11-01,CUST00305,CMP005,CD Maturity Winback,Deposits,Email,Control,True,TXN0000813,103.79
TCH000350,2026-04-09,CUST00138,CMP005,CD Maturity Winback,Deposits,Email,Rate,False,,0
TCH000351,2025-04-15,CUST00456,CMP003,Invest Starter,Wealth,Paid Search,Cash Bonus,False,,0
TCH000352,2025-11-18,CUST00423,CMP001,Savings Rate Booster,Deposits,In App,Rate,True,TXN0002238,8.32
TCH000353,2026-06-28,CUST00393,CMP002,Debt Consolidation Loan,Lending,Email,Rewards,False,,0
TCH000354,2026-01-04,CUST00061,CMP003,Invest Starter,Wealth,Contact Center,Control,False,,0
TCH000355,2026-04-21,CUST00389,CMP005,CD Maturity Winback,Deposits,Email,Rate,False,,0
TCH000356,2025-03-16,CUST00009,CMP005,CD Maturity Winback,Deposits,Email,Education,True,TXN0000879,213.05
TCH000357,2025-12-04,CUST00466,CMP003,Invest Starter,Wealth,Email,Education,False,,0
TCH000358,2025-05-10,CUST00447,CMP003,Invest Starter,Wealth,Contact Center,Control,False,,0
TCH000359,2026-04-26,CUST00148,CMP003,Invest Starter,Wealth,In App,Cash Bonus,False,,0
TCH000360,2025-02-07,CUST00282,CMP002,Debt Consolidation Loan,Lending,Contact Center,Education,True,TXN0001857,172.69
TCH000361,2025-01-24,CUST00115,CMP005,CD Maturity Winback,Deposits,Display,Rewards,False,,0
TCH000362,2025-01-26,CUST00329,CMP005,CD Maturity Winback,Deposits,Paid Search,Rewards,False,,0
TCH000363,2025-04-29,CUST00300,CMP005,CD Maturity Winback,Deposits,Email,Rate,False,,0
TCH000364,2026-04-01,CUST00372,CMP005,CD Maturity Winback,Deposits,Paid Search,Rewards,False,,0
TCH000365,2025-01-15,CUST00295,CMP005,CD Maturity Winback,Deposits,Display,Education,False,,0
TCH000366,2025-12-19,CUST00491,CMP003,Invest Starter,Wealth,Display,Education,False,,0
TCH000367,2025-01-22,CUST00157,CMP005,CD Maturity Winback,Deposits,Display,Rate,False,,0
TCH000368,2025-01-01,CUST00459,CMP005,CD Maturity Winback,Deposits,Contact Center,Rewards,False,,0
TCH000369,2025-02-20,CUST00327,CMP005,CD Maturity Winback,Deposits,Display,Rate,False,,0
TCH000370,2026-07-11,CUST00312,CMP005,CD Maturity Winback,Deposits,In App,Control,False,,0
TCH000371,2025-12-06,CUST00199,CMP001,Savings Rate Booster,Deposits,Paid Search,Rate,False,,0
TCH000372,2025-10-07,CUST00388,CMP004,Card Rewards Upgrade,Cards,Email,Control,False,,0
TCH000373,2025-05-28,CUST00163,CMP004,Card Rewards Upgrade,Cards,Email,Rate,False,,0
TCH000374,2026-07-28,CUST00340,CMP004,Card Rewards Upgrade,Cards,Contact Center,Control,True,TXN0001707,101.67
TCH000375,2025-08-14,CUST00184,CMP002,Debt Consolidation Loan,Lending,Contact Center,Cash Bonus,False,,0
TCH000376,2026-02-13,CUST00246,CMP002,Debt Consolidation Loan,Lending,Paid Search,Education,False,,0
TCH000377,2025-10-03,CUST00152,CMP004,Card Rewards Upgrade,Cards,In App,Rate,False,,0
TCH000378,2025-01-10,CUST00411,CMP003,Invest Starter,Wealth,Paid Search,Rate,False,,0
TCH000379,2025-09-14,CUST00462,CMP002,Debt Consolidation Loan,Lending,Contact Center,Control,True,TXN0000882,53.44
TCH000380,2025-03-23,CUST00141,CMP001,Savings Rate Booster,Deposits,Paid Search,Cash Bonus,False,,0
TCH000381,2025-12-05,CUST00369,CMP001,Savings Rate Booster,Deposits,In App,Education,False,,0
TCH000382,2026-07-02,CUST00168,CMP001,Savings Rate Booster,Deposits,In App,Cash Bonus,False,,0
TCH000383,2025-01-30,CUST00476,CMP005,CD Maturity Winback,Deposits,In App,Education,False,,0
TCH000384,2025-06-16,CUST00008,CMP004,Card Rewards Upgrade,Cards,Display,Rewards,False,,0
TCH000385,2025-08-07,CUST00123,CMP001,Savings Rate Booster,Deposits,Paid Search,Education,False,,0
TCH000386,2026-09-07,CUST00346,CMP003,Invest Starter,Wealth,Paid Search,Rate,False,,0
TCH000387,2026-07-05,CUST00165,CMP001,Savings Rate Booster,Deposits,Paid Search,Education,False,,0
TCH000388,2025-02-17,CUST00116,CMP004,Card Rewards Upgrade,Cards,Paid Search,Education,False,,0
TCH000389,2025-07-08,CUST00201,CMP004,Card Rewards Upgrade,Cards,Contact Center,Education,False,,0
TCH000390,2025-06-11,CUST00227,CMP001,Savings Rate Booster,Deposits,Paid Search,Education,True,TXN0000865,243.04
TCH000391,2025-05-15,CUST00425,CMP002,Debt Consolidation Loan,Lending,In App,Rewards,True,TXN0000252,93.02
TCH000392,2025-07-01,CUST00475,CMP005,CD Maturity Winback,Deposits,Display,Rate,False,,0
TCH000393,2026-02-20,CUST00091,CMP005,CD Maturity Winback,Deposits,Paid Search,Rewards,False,,0
TCH000394,2025-08-15,CUST00203,CMP001,Savings Rate Booster,Deposits,Display,Control,False,,0
TCH000395,2025-08-25,CUST00063,CMP002,Debt Consolidation Loan,Lending,Contact Center,Control,False,,0
TCH000396,2026-01-02,CUST00273,CMP003,Invest Starter,Wealth,Email,Rewards,True,TXN0000445,104.47
TCH000397,2026-08-23,CUST00344,CMP001,Savings Rate Booster,Deposits,Paid Search,Rate,True,TXN0001671,320.92
TCH000398,2026-09-26,CUST00192,CMP002,Debt Consolidation Loan,Lending,Contact Center,Rewards,False,,0
TCH000399,2025-03-05,CUST00310,CMP001,Savings Rate Booster,Deposits,Email,Rate,True,TXN0001868,224.04
TCH000400,2025-12-16,CUST00332,CMP005,CD Maturity Winback,Deposits,In App,Rate,False,,0
TCH000401,2025-12-15,CUST00431,CMP002,Debt Consolidation Loan,Lending,Display,Rewards,False,,0
TCH000402,2026-01-13,CUST00264,CMP001,Savings Rate Booster,Deposits,Contact Center,Cash Bonus,False,,0
TCH000403,2026-04-06,CUST00373,CMP001,Savings Rate Booster,Deposits,Contact Center,Rate,False,,0
TCH000404,2025-10-20,CUST00001,CMP002,Debt Consolidation Loan,Lending,Display,Rate,False,,0
TCH000405,2025-08-28,CUST00381,CMP002,Debt Consolidation Loan,Lending,In App,Rewards,True,TXN0001121,172.98
TCH000406,2025-03-19,CUST00394,CMP005,CD Maturity Winback,Deposits,In App,Cash Bonus,False,,0
TCH000407,2025-10-22,CUST00376,CMP004,Card Rewards Upgrade,Cards,In App,Control,False,,0
TCH000408,2025-10-30,CUST00315,CMP001,Savings Rate Booster,Deposits,Display,Rate,False,,0
TCH000409,2025-04-17,CUST00359,CMP005,CD Maturity Winback,Deposits,In App,Rewards,False,,0
TCH000410,2026-03-07,CUST00497,CMP004,Card Rewards Upgrade,Cards,Display,Control,False,,0
TCH000411,2026-04-28,CUST00091,CMP003,Invest Starter,Wealth,In App,Control,False,,0
TCH000412,2026-08-13,CUST00014,CMP002,Debt Consolidation Loan,Lending,Display,Rewards,True,TXN0000251,97.36
TCH000413,2026-02-21,CUST00029,CMP005,CD Maturity Winback,Deposits,Contact Center,Control,False,,0
TCH000414,2025-09-09,CUST00068,CMP002,Debt Consolidation Loan,Lending,In App,Rewards,True,TXN0000343,111.15
TCH000415,2026-03-29,CUST00349,CMP005,CD Maturity Winback,Deposits,In App,Rewards,True,TXN0001822,82.14
TCH000416,2025-09-09,CUST00172,CMP002,Debt Consolidation Loan,Lending,In App,Control,True,TXN0000588,91.41
TCH000417,2026-08-23,CUST00183,CMP005,CD Maturity Winback,Deposits,In App,Education,True,TXN0000407,274.77
TCH000418,2026-06-09,CUST00332,CMP003,Invest Starter,Wealth,Paid Search,Rewards,False,,0
TCH000419,2025-10-20,CUST00043,CMP001,Savings Rate Booster,Deposits,Contact Center,Cash Bonus,False,,0
TCH000420,2025-02-11,CUST00012,CMP002,Debt Consolidation Loan,Lending,Paid Search,Rewards,True,TXN0002150,140.58
TCH000421,2025-09-09,CUST00396,CMP003,Invest Starter,Wealth,Contact Center,Education,False,,0
TCH000422,2025-09-07,CUST00448,CMP002,Debt Consolidation Loan,Lending,Email,Rate,False,,0
TCH000423,2026-03-24,CUST00133,CMP002,Debt Consolidation Loan,Lending,Contact Center,Rewards,False,,0
TCH000424,2025-08-02,CUST00314,CMP004,Card Rewards Upgrade,Cards,Contact Center,Cash Bonus,True,TXN0001399,164.98
TCH000425,2026-07-22,CUST00252,CMP001,Savings Rate Booster,Deposits,In App,Rewards,True,TXN0001967,60.77
TCH000426,2025-03-15,CUST00292,CMP003,Invest Starter,Wealth,Display,Rate,False,,0
TCH000427,2025-02-12,CUST00072,CMP005,CD Maturity Winback,Deposits,Display,Control,True,TXN0002237,159.49
TCH000428,2025-12-28,CUST00412,CMP004,Card Rewards Upgrade,Cards,In App,Cash Bonus,True,TXN0001247,119.55
TCH000429,2026-04-01,CUST00221,CMP002,Debt Consolidation Loan,Lending,Paid Search,Cash Bonus,False,,0
TCH000430,2025-05-28,CUST00413,CMP001,Savings Rate Booster,Deposits,Display,Cash Bonus,False,,0
TCH000431,2025-09-12,CUST00113,CMP003,Invest Starter,Wealth,Display,Rewards,False,,0
TCH000432,2026-01-31,CUST00477,CMP003,Invest Starter,Wealth,In App,Cash Bonus,False,,0
TCH000433,2026-06-08,CUST00226,CMP005,CD Maturity Winback,Deposits,In App,Rate,False,,0
TCH000434,2026-08-15,CUST00143,CMP002,Debt Consolidation Loan,Lending,Display,Control,False,,0
TCH000435,2026-02-21,CUST00158,CMP001,Savings Rate Booster,Deposits,Display,Control,False,,0
TCH000436,2025-05-13,CUST00297,CMP004,Card Rewards Upgrade,Cards,In App,Cash Bonus,False,,0
TCH000437,2025-12-08,CUST00274,CMP004,Card Rewards Upgrade,Cards,Paid Search,Control,False,,0
TCH000438,2025-05-10,CUST00393,CMP004,Card Rewards Upgrade,Cards,In App,Rewards,False,,0
TCH000439,2025-08-25,CUST00306,CMP002,Debt Consolidation Loan,Lending,Email,Education,False,,0
TCH000440,2025-08-09,CUST00300,CMP004,Card Rewards Upgrade,Cards,Display,Rate,False,,0
TCH000441,2026-08-13,CUST00068,CMP001,Savings Rate Booster,Deposits,Display,Control,True,TXN0001275,114.13
TCH000442,2025-07-20,CUST00076,CMP002,Debt Consolidation Loan,Lending,In App,Rewards,False,,0
TCH000443,2025-01-07,CUST00439,CMP005,CD Maturity Winback,Deposits,Display,Rewards,False,,0
TCH000444,2025-05-21,CUST00238,CMP005,CD Maturity Winback,Deposits,Contact Center,Cash Bonus,False,,0
TCH000445,2025-01-25,CUST00235,CMP001,Savings Rate Booster,Deposits,Contact Center,Education,True,TXN0001880,73.65
TCH000446,2025-10-27,CUST00048,CMP002,Debt Consolidation Loan,Lending,Paid Search,Rate,False,,0
TCH000447,2025-06-09,CUST00228,CMP002,Debt Consolidation Loan,Lending,Contact Center,Cash Bonus,False,,0
TCH000448,2026-02-09,CUST00033,CMP003,Invest Starter,Wealth,In App,Control,False,,0
TCH000449,2026-02-21,CUST00101,CMP004,Card Rewards Upgrade,Cards,Paid Search,Education,False,,0
TCH000450,2025-01-05,CUST00103,CMP004,Card Rewards Upgrade,Cards,Paid Search,Control,True,TXN0000408,211.03
TCH000451,2026-06-15,CUST00457,CMP001,Savings Rate Booster,Deposits,Display,Rate,False,,0
TCH000452,2025-09-17,CUST00419,CMP004,Card Rewards Upgrade,Cards,Contact Center,Rate,False,,0
TCH000453,2025-08-06,CUST00386,CMP002,Debt Consolidation Loan,Lending,In App,Education,False,,0
TCH000454,2026-06-06,CUST00012,CMP004,Card Rewards Upgrade,Cards,Contact Center,Education,True,TXN0001998,299.81
TCH000455,2025-03-29,CUST00256,CMP004,Card Rewards Upgrade,Cards,In App,Control,False,,0
TCH000456,2025-09-17,CUST00328,CMP003,Invest Starter,Wealth,Display,Rewards,False,,0
TCH000457,2025-01-25,CUST00069,CMP005,CD Maturity Winback,Deposits,Display,Rewards,False,,0
TCH000458,2025-02-23,CUST00291,CMP003,Invest Starter,Wealth,Paid Search,Cash Bonus,True,TXN0000551,254.73
TCH000459,2025-04-06,CUST00190,CMP005,CD Maturity Winback,Deposits,Paid Search,Cash Bonus,False,,0
TCH000460,2025-01-01,CUST00423,CMP001,Savings Rate Booster,Deposits,Display,Rewards,True,TXN0000972,488.08
TCH000461,2025-12-20,CUST00244,CMP001,Savings Rate Booster,Deposits,Contact Center,Control,False,,0
TCH000462,2025-02-19,CUST00450,CMP005,CD Maturity Winback,Deposits,Contact Center,Education,True,TXN0001522,852.03
TCH000463,2025-09-19,CUST00147,CMP001,Savings Rate Booster,Deposits,Email,Cash Bonus,False,,0
TCH000464,2025-09-05,CUST00140,CMP001,Savings Rate Booster,Deposits,In App,Education,True,TXN0001179,187.1
TCH000465,2025-08-07,CUST00039,CMP003,Invest Starter,Wealth,Paid Search,Education,False,,0
TCH000466,2026-06-12,CUST00141,CMP001,Savings Rate Booster,Deposits,In App,Cash Bonus,False,,0
TCH000467,2025-12-27,CUST00164,CMP004,Card Rewards Upgrade,Cards,Paid Search,Control,False,,0
TCH000468,2025-01-13,CUST00328,CMP005,CD Maturity Winback,Deposits,Contact Center,Cash Bonus,True,TXN0001171,212.49
TCH000469,2026-04-04,CUST00145,CMP004,Card Rewards Upgrade,Cards,In App,Education,True,TXN0002422,63.86
TCH000470,2025-04-04,CUST00019,CMP003,Invest Starter,Wealth,Contact Center,Control,False,,0
TCH000471,2026-04-19,CUST00455,CMP002,Debt Consolidation Loan,Lending,Email,Rewards,False,,0
TCH000472,2026-07-27,CUST00270,CMP005,CD Maturity Winback,Deposits,Paid Search,Rewards,False,,0
TCH000473,2025-04-06,CUST00224,CMP001,Savings Rate Booster,Deposits,In App,Rewards,True,TXN0001506,125.0
TCH000474,2025-04-26,CUST00217,CMP005,CD Maturity Winback,Deposits,In App,Rewards,True,TXN0001658,135.74
TCH000475,2026-08-17,CUST00183,CMP004,Card Rewards Upgrade,Cards,Contact Center,Rate,False,,0
TCH000476,2026-02-28,CUST00082,CMP002,Debt Consolidation Loan,Lending,Display,Control,True,TXN0000122,97.43
TCH000477,2026-07-04,CUST00497,CMP003,Invest Starter,Wealth,Display,Cash Bonus,True,TXN0000556,33.64
TCH000478,2026-08-26,CUST00035,CMP005,CD Maturity Winback,Deposits,Display,Rewards,False,,0
TCH000479,2026-01-14,CUST00280,CMP002,Debt Consolidation Loan,Lending,Paid Search,Rate,False,,0
TCH000480,2026-08-31,CUST00336,CMP005,CD Maturity Winback,Deposits,Contact Center,Rate,False,,0
TCH000481,2026-02-02,CUST00082,CMP003,Invest Starter,Wealth,Paid Search,Control,False,,0
TCH000482,2026-05-09,CUST00464,CMP004,Card Rewards Upgrade,Cards,Email,Control,False,,0
TCH000483,2025-10-02,CUST00277,CMP003,Invest Starter,Wealth,In App,Education,False,,0
TCH000484,2025-08-02,CUST00310,CMP004,Card Rewards Upgrade,Cards,Paid Search,Control,True,TXN0002230,232.2
TCH000485,2026-06-12,CUST00404,CMP002,Debt Consolidation Loan,Lending,Paid Search,Rewards,False,,0
TCH000486,2026-01-29,CUST00246,CMP002,Debt Consolidation Loan,Lending,Contact Center,Rate,False,,0
TCH000487,2025-03-13,CUST00163,CMP003,Invest Starter,Wealth,Email,Rate,False,,0
TCH000488,2026-06-15,CUST00065,CMP003,Invest Starter,Wealth,Display,Rewards,False,,0
TCH000489,2025-09-02,CUST00496,CMP001,Savings Rate Booster,Deposits,In App,Rate,True,TXN0001581,88.27
TCH000490,2026-08-01,CUST00275,CMP001,Savings Rate Booster,Deposits,Paid Search,Control,False,,0
TCH000491,2025-08-18,CUST00392,CMP004,Card Rewards Upgrade,Cards,Paid Search,Rewards,False,,0
TCH000492,2026-04-12,CUST00241,CMP004,Card Rewards Upgrade,Cards,Email,Control,False,,0
TCH000493,2025-05-24,CUST00150,CMP005,CD Maturity Winback,Deposits,In App,Education,False,,0
TCH000494,2025-01-02,CUST00102,CMP004,Card Rewards Upgrade,Cards,Email,Control,False,,0
TCH000495,2025-03-26,CUST00465,CMP004,Card Rewards Upgrade,Cards,Paid Search,Cash Bonus,True,TXN0000142,98.15
TCH000496,2025-10-30,CUST00100,CMP002,Debt Consolidation Loan,Lending,In App,Rate,False,,0
TCH000497,2026-05-11,CUST00179,CMP001,Savings Rate Booster,Deposits,In App,Rewards,False,,0
TCH000498,2026-09-26,CUST00388,CMP001,Savings Rate Booster,Deposits,In App,Control,False,,0
TCH000499,2026-05-02,CUST00299,CMP005,CD Maturity Winback,Deposits,Contact Center,Rewards,True,TXN0001068,166.1
TCH000500,2026-02-13,CUST00396,CMP003,Invest Starter,Wealth,In App,Rewards,False,,0
TCH000501,2026-09-14,CUST00021,CMP003,Invest Starter,Wealth,In App,Education,False,,0
TCH000502,2025-10-22,CUST00100,CMP002,Debt Consolidation Loan,Lending,Email,Control,False,,0
TCH000503,2026-01-11,CUST00366,CMP005,CD Maturity Winback,Deposits,Display,Rate,True,TXN0002378,119.34
TCH000504,2026-01-09,CUST00350,CMP004,Card Rewards Upgrade,Cards,Contact Center,Rate,True,TXN0001339,566.04
TCH000505,2025-04-01,CUST00066,CMP002,Debt Consolidation Loan,Lending,Display,Rate,False,,0
TCH000506,2025-01-14,CUST00361,CMP005,CD Maturity Winback,Deposits,Display,Cash Bonus,False,,0
TCH000507,2025-09-07,CUST00344,CMP004,Card Rewards Upgrade,Cards,Email,Cash Bonus,False,,0
TCH000508,2026-08-24,CUST00404,CMP004,Card Rewards Upgrade,Cards,Email,Control,True,TXN0000965,160.73
TCH000509,2026-02-11,CUST00036,CMP001,Savings Rate Booster,Deposits,Paid Search,Rewards,False,,0
