customer_id,region,segment,credit_tier,digital_engagement_score,web_events,funded_sales,lifetime_sales_amount,lifetime_estimated_revenue
CUST00363,Midwest,Rate Shopper,Prime,76,4,3,61176.95,841.87
CUST00364,Southwest,Borrower,Prime,40,5,2,30459.92,121.84
CUST00365,Northeast,Mass Affluent,Near Prime,35,5,3,40882.46,396.8
CUST00366,West,Borrower,Near Prime,81,3,4,59962.99,873.45
CUST00367,Southeast,Mass Affluent,Prime,98,6,4,85044.01,1175.78
CUST00368,Southwest,Rate Shopper,Super Prime,52,5,4,83641.32,1200.3
CUST00369,Southeast,Digital Native,Near Prime,62,4,2,6904.2,283.07
CUST00370,Southwest,Rate Shopper,Super Prime,42,4,6,99362.31,1323.73
CUST00371,Southwest,Emerging Affluent,Super Prime,94,3,2,24004.76,559.35
CUST00372,Southwest,Digital Native,Prime,65,5,3,82572.76,556.11
CUST00373,West,Emerging Affluent,Near Prime,54,11,5,71035.67,1084.57
CUST00374,Southeast,Mass Affluent,Prime,98,8,2,32336.7,146.8
CUST00375,Southwest,Digital Native,Near Prime,70,8,2,34870.9,238.52
CUST00376,West,Mass Affluent,Prime,87,10,5,51477.72,765.72
CUST00377,Northeast,Mass Affluent,Prime,67,8,7,88948.25,1142.82
CUST00378,West,Emerging Affluent,Prime,43,8,7,106773.48,1031.11
CUST00379,West,Emerging Affluent,Near Prime,37,5,5,48941.0,1101.74
CUST00380,Midwest,Digital Native,Near Prime,65,6,2,27265.35,314.89
CUST00381,Southeast,Borrower,Near Prime,62,5,6,98281.91,1358.79
CUST00382,Southeast,Emerging Affluent,Near Prime,53,9,3,47947.16,345.66
CUST00383,West,Mass Affluent,Super Prime,65,7,4,57438.01,1055.25
CUST00384,Southeast,Mass Affluent,Prime,33,4,0,0.0,0.0
CUST00385,Midwest,Digital Native,Near Prime,78,8,4,80643.24,1260.8
CUST00386,Southeast,Rate Shopper,Prime,86,4,3,36698.81,717.45
CUST00387,West,Emerging Affluent,Prime,65,4,3,45829.67,241.65
CUST00388,Midwest,Mass Affluent,Near Prime,34,5,5,79744.59,706.09
CUST00389,West,Mass Affluent,Near Prime,80,11,2,36632.26,1172.24
CUST00390,Southeast,Mass Affluent,Near Prime,95,9,6,167052.77,814.4
CUST00391,West,Digital Native,Super Prime,98,6,1,28027.74,112.11
CUST00392,West,Rate Shopper,Prime,62,0,3,59949.1,1260.34
CUST00393,West,Rate Shopper,Near Prime,62,13,6,125559.17,751.63
CUST00394,Northeast,Rate Shopper,Near Prime,58,9,7,153721.99,1426.51
CUST00395,Northeast,Borrower,Prime,82,6,3,61864.86,1104.47
CUST00396,Northeast,Digital Native,Near Prime,32,8,8,137502.47,1695.47
CUST00397,Southeast,Mass Affluent,Near Prime,32,3,3,41524.68,705.03
CUST00398,Southwest,Borrower,Prime,75,7,3,36081.47,995.22
CUST00399,Northeast,Borrower,Prime,52,3,4,49716.68,481.84
CUST00400,Southeast,Emerging Affluent,Near Prime,43,7,3,82634.46,330.54
CUST00401,West,Digital Native,Near Prime,66,3,4,54632.85,841.11
CUST00402,Midwest,Borrower,Prime,43,8,7,80758.73,1134.78
CUST00403,West,Borrower,Super Prime,93,6,8,162042.76,1760.83
CUST00404,Midwest,Rate Shopper,Prime,47,7,3,57250.98,797.69
CUST00405,Midwest,Rate Shopper,Near Prime,55,3,6,35524.68,1312.9
CUST00406,Northeast,Rate Shopper,Super Prime,60,4,5,68348.36,670.72
CUST00407,Southwest,Mass Affluent,Super Prime,78,5,2,68997.67,275.99
CUST00408,West,Mass Affluent,Near Prime,72,4,2,30861.9,383.92
CUST00409,Northeast,Borrower,Prime,92,7,4,73462.28,951.47
CUST00410,West,Mass Affluent,Prime,83,11,3,27802.3,299.02
CUST00411,Northeast,Digital Native,Near Prime,40,6,6,84447.45,1763.86
CUST00412,Northeast,Emerging Affluent,Near Prime,95,6,7,80615.52,776.61
CUST00413,Midwest,Digital Native,Super Prime,31,6,1,19020.94,114.13
CUST00414,Southeast,Borrower,Near Prime,77,6,4,100168.61,858.63
CUST00415,West,Mass Affluent,Prime,57,7,4,101112.98,642.58
CUST00416,West,Digital Native,Super Prime,52,9,5,82713.79,1271.44
CUST00417,Southwest,Digital Native,Near Prime,61,7,5,133344.3,610.96
CUST00418,Midwest,Mass Affluent,Super Prime,58,9,5,113047.13,1344.44
CUST00419,Midwest,Emerging Affluent,Near Prime,65,2,4,135670.6,1571.13
CUST00420,Southeast,Mass Affluent,Super Prime,29,8,4,81559.3,483.88
CUST00421,West,Borrower,Near Prime,70,3,2,47764.33,726.64
CUST00422,West,Digital Native,Prime,58,1,5,96675.16,2130.97
CUST00423,West,Emerging Affluent,Near Prime,64,2,1,37964.06,303.71
CUST00424,Southwest,Digital Native,Super Prime,31,3,2,53234.6,258.43
CUST00425,West,Borrower,Near Prime,73,2,2,42065.04,196.82
CUST00426,West,Digital Native,Super Prime,77,4,4,62395.65,563.83
CUST00427,West,Rate Shopper,Super Prime,47,4,2,27593.89,165.56
CUST00428,Midwest,Mass Affluent,Near Prime,45,2,4,46927.96,615.45
CUST00429,Southwest,Mass Affluent,Super Prime,74,8,5,67057.33,2203.16
CUST00430,Northeast,Mass Affluent,Near Prime,49,4,4,50759.78,756.96
CUST00431,Northeast,Mass Affluent,Prime,74,5,5,55386.93,740.13
CUST00432,West,Borrower,Super Prime,83,9,6,95703.68,1785.57
CUST00433,West,Borrower,Super Prime,70,4,2,30067.52,962.16
CUST00434,Southeast,Emerging Affluent,Prime,27,6,2,23851.22,279.33
CUST00435,West,Borrower,Near Prime,57,4,0,0.0,0.0
CUST00436,West,Borrower,Near Prime,39,11,5,108174.85,972.59
CUST00437,Southwest,Rate Shopper,Prime,26,3,3,59416.12,1211.49
CUST00438,Midwest,Rate Shopper,Near Prime,40,8,3,62345.13,924.83
CUST00439,Midwest,Mass Affluent,Super Prime,91,6,2,27061.68,865.98
CUST00440,Southeast,Digital Native,Prime,86,7,5,77351.61,543.51
CUST00441,Midwest,Emerging Affluent,Prime,36,5,3,36541.65,847.62
CUST00442,West,Mass Affluent,Super Prime,84,5,3,33018.44,351.19
CUST00443,Northeast,Mass Affluent,Super Prime,39,3,6,60003.29,858.05
CUST00444,Northeast,Mass Affluent,Super Prime,59,8,4,58610.85,651.35
CUST00445,Northeast,Digital Native,Super Prime,59,10,5,85361.09,1684.38
CUST00446,Southwest,Rate Shopper,Prime,38,6,4,74774.43,1050.46
CUST00447,Southwest,Borrower,Super Prime,28,9,1,3583.76,146.93
CUST00448,Southeast,Rate Shopper,Prime,58,7,2,42825.58,308.24
CUST00449,Midwest,Mass Affluent,Super Prime,56,2,2,35187.63,354.08
CUST00450,Southwest,Digital Native,Near Prime,85,9,2,19133.19,213.11
CUST00451,Southwest,Emerging Affluent,Super Prime,31,4,3,70434.17,302.1
CUST00452,West,Emerging Affluent,Super Prime,81,6,8,121591.13,1183.9
CUST00453,West,Rate Shopper,Super Prime,27,7,2,15788.43,526.52
CUST00454,Northeast,Rate Shopper,Near Prime,96,8,4,75469.17,483.49
CUST00455,Southeast,Rate Shopper,Super Prime,96,7,4,81670.64,840.94
CUST00456,West,Borrower,Near Prime,53,3,3,36884.05,266.21
CUST00457,Northeast,Digital Native,Prime,88,4,0,0.0,0.0
CUST00458,Southeast,Rate Shopper,Super Prime,52,8,3,83376.77,1198.5
CUST00459,Southwest,Emerging Affluent,Super Prime,83,5,1,33494.03,267.95
CUST00460,West,Borrower,Near Prime,80,10,4,68178.29,1103.56
CUST00461,West,Rate Shopper,Super Prime,66,6,8,178624.79,975.55
CUST00462,West,Rate Shopper,Super Prime,82,5,1,33702.37,134.81
CUST00463,Southeast,Emerging Affluent,Prime,51,8,4,87845.37,601.91
CUST00464,West,Digital Native,Near Prime,39,6,3,58549.56,1213.31
CUST00465,Midwest,Borrower,Near Prime,38,2,3,44743.97,387.28
CUST00466,Northeast,Rate Shopper,Prime,61,5,4,66244.54,1311.81
CUST00467,Midwest,Emerging Affluent,Super Prime,82,3,1,1751.79,71.82
CUST00468,Northeast,Borrower,Near Prime,31,7,2,47457.94,329.38
CUST00469,Southwest,Rate Shopper,Prime,81,6,1,22206.79,133.24
CUST00470,Southeast,Digital Native,Prime,34,6,3,45624.52,291.5
CUST00471,Southeast,Emerging Affluent,Super Prime,96,5,1,16332.15,522.63
CUST00472,Midwest,Emerging Affluent,Near Prime,44,4,7,118483.35,786.96
CUST00473,Northeast,Emerging Affluent,Prime,65,2,5,66864.76,918.39
CUST00474,West,Emerging Affluent,Prime,69,4,3,52445.94,453.55
CUST00475,Southeast,Emerging Affluent,Near Prime,92,2,6,92205.09,1116.01
CUST00476,Southwest,Borrower,Near Prime,56,6,4,53399.58,484.0
CUST00477,Northeast,Digital Native,Prime,91,2,1,2785.2,114.19
CUST00478,Midwest,Borrower,Near Prime,49,10,0,0.0,0.0
CUST00479,Midwest,Borrower,Near Prime,33,7,5,83426.75,1176.14
CUST00480,Southeast,Emerging Affluent,Near Prime,34,2,1,21653.5,86.61
CUST00481,Southeast,Mass Affluent,Prime,47,6,2,41318.38,798.86
CUST00482,Midwest,Borrower,Super Prime,76,13,2,46220.47,344.97
CUST00483,Southwest,Digital Native,Near Prime,33,5,0,0.0,0.0
CUST00484,West,Mass Affluent,Near Prime,36,3,5,66798.19,891.3
CUST00485,Midwest,Rate Shopper,Near Prime,53,9,1,35788.43,143.15
CUST00486,Southeast,Rate Shopper,Prime,95,6,3,24157.64,482.48
CUST00487,West,Emerging Affluent,Near Prime,95,4,5,105700.53,840.51
CUST00488,Northeast,Digital Native,Prime,48,3,4,44173.12,358.72
CUST00489,Southeast,Borrower,Near Prime,84,4,4,62632.34,366.18
CUST00490,West,Mass Affluent,Near Prime,99,9,3,66555.73,464.0
CUST00491,Southwest,Digital Native,Near Prime,33,5,5,76016.51,1152.51
CUST00492,Southeast,Digital Native,Near Prime,99,8,3,17645.37,256.21
CUST00493,Southeast,Borrower,Prime,65,5,5,81107.59,624.95
CUST00494,Southeast,Emerging Affluent,Super Prime,84,8,3,41585.82,708.25
CUST00495,Southwest,Digital Native,Super Prime,42,2,5,75369.71,718.84
CUST00496,West,Emerging Affluent,Near Prime,99,7,4,105856.61,538.86
CUST00497,Southwest,Borrower,Near Prime,44,5,4,39359.96,869.9
CUST00498,Midwest,Rate Shopper,Super Prime,71,8,4,75341.79,1776.48
CUST00499,West,Mass Affluent,Prime,97,8,4,87303.89,516.05
CUST00500,West,Emerging Affluent,Prime,33,2,2,29063.42,930.03
