campaign_month,campaign_id,campaign_name,channel,touches,conversions,attributed_revenue,conversion_rate,roi_index
2025-01,CMP002,Debt Consolidation Loan,Email,1,0,0.0,0.0,0.0
2026-04,CMP003,Invest Starter,Display,2,0,0.0,0.0,0.0
2026-05,CMP004,Card Rewards Upgrade,Paid Search,1,0,0.0,0.0,0.0
2025-05,CMP005,CD Maturity Winback,Paid Search,1,0,0.0,0.0,0.0
2026-05,CMP005,CD Maturity Winback,Display,1,0,0.0,0.0,0.0
2026-05,CMP001,Savings Rate Booster,Email,1,0,0.0,0.0,0.0
2025-11,CMP004,Card Rewards Upgrade,Contact Center,1,1,129.41,1.0,17.25
2026-04,CMP005,CD Maturity Winback,Contact Center,1,0,0.0,0.0,0.0
2026-04,CMP004,Card Rewards Upgrade,Contact Center,3,1,89.74,0.3333,3.99
2026-03,CMP001,Savings Rate Booster,In App,2,1,273.17,0.5,18.21
2025-02,CMP004,Card Rewards Upgrade,Display,1,0,0.0,0.0,0.0
2026-04,CMP005,CD Maturity Winback,In App,4,0,0.0,0.0,0.0
2026-08,CMP003,Invest Starter,Email,2,0,0.0,0.0,0.0
2026-08,CMP002,Debt Consolidation Loan,Paid Search,1,0,0.0,0.0,0.0
2025-07,CMP003,Invest Starter,Contact Center,1,0,0.0,0.0,0.0
2026-04,CMP003,Invest Starter,Contact Center,2,1,195.49,0.5,13.03
2026-02,CMP002,Debt Consolidation Loan,Contact Center,1,0,0.0,0.0,0.0
2025-06,CMP004,Card Rewards Upgrade,Email,2,0,0.0,0.0,0.0
2025-01,CMP002,Debt Consolidation Loan,Display,2,1,274.77,0.5,18.32
2025-07,CMP004,Card Rewards Upgrade,Display,1,0,0.0,0.0,0.0
2025-11,CMP005,CD Maturity Winback,Display,2,1,93.55,0.5,6.24
2025-08,CMP003,Invest Starter,Email,3,0,0.0,0.0,0.0
2025-09,CMP004,Card Rewards Upgrade,In App,1,0,0.0,0.0,0.0
2025-03,CMP002,Debt Consolidation Loan,In App,1,0,0.0,0.0,0.0
2025-03,CMP005,CD Maturity Winback,Paid Search,2,1,467.8,0.5,31.19
2026-03,CMP005,CD Maturity Winback,Paid Search,2,0,0.0,0.0,0.0
2026-06,CMP002,Debt Consolidation Loan,Contact Center,2,0,0.0,0.0,0.0
2025-05,CMP002,Debt Consolidation Loan,Paid Search,1,0,0.0,0.0,0.0
2025-09,CMP002,Debt Consolidation Loan,Paid Search,1,1,200.59,1.0,26.75
2025-10,CMP001,Savings Rate Booster,Paid Search,1,0,0.0,0.0,0.0
2025-07,CMP005,CD Maturity Winback,Paid Search,2,0,0.0,0.0,0.0
2026-08,CMP002,Debt Consolidation Loan,Email,1,0,0.0,0.0,0.0
2025-06,CMP004,Card Rewards Upgrade,In App,1,0,0.0,0.0,0.0
2026-05,CMP004,Card Rewards Upgrade,Display,1,1,97.68,1.0,13.02
2026-09,CMP003,Invest Starter,Email,2,0,0.0,0.0,0.0
2025-12,CMP003,Invest Starter,Paid Search,3,0,0.0,0.0,0.0
2025-03,CMP004,Card Rewards Upgrade,Display,2,1,87.45,0.5,5.83
2025-01,CMP004,Card Rewards Upgrade,Contact Center,2,0,0.0,0.0,0.0
2025-02,CMP002,Debt Consolidation Loan,Email,3,1,123.8,0.3333,5.5
2025-02,CMP001,Savings Rate Booster,Email,1,0,0.0,0.0,0.0
2026-06,CMP004,Card Rewards Upgrade,Email,2,1,238.88,0.5,15.93
2025-04,CMP004,Card Rewards Upgrade,Contact Center,1,0,0.0,0.0,0.0
2025-05,CMP004,Card Rewards Upgrade,Paid Search,1,0,0.0,0.0,0.0
2025-04,CMP003,Invest Starter,In App,1,1,84.01,1.0,11.2
2026-09,CMP004,Card Rewards Upgrade,Paid Search,2,1,128.61,0.5,8.57
2025-03,CMP002,Debt Consolidation Loan,Contact Center,1,0,0.0,0.0,0.0
2025-10,CMP005,CD Maturity Winback,In App,2,0,0.0,0.0,0.0
2025-11,CMP005,CD Maturity Winback,Paid Search,1,1,175.51,1.0,23.4
2026-08,CMP002,Debt Consolidation Loan,Contact Center,1,0,0.0,0.0,0.0
2025-10,CMP003,Invest Starter,Display,2,1,389.1,0.5,25.94
2025-06,CMP005,CD Maturity Winback,Display,1,1,100.12,1.0,13.35
2026-06,CMP005,CD Maturity Winback,Display,1,0,0.0,0.0,0.0
2025-08,CMP004,Card Rewards Upgrade,Email,2,0,0.0,0.0,0.0
2025-06,CMP003,Invest Starter,Display,1,0,0.0,0.0,0.0
2025-05,CMP003,Invest Starter,Display,1,0,0.0,0.0,0.0
2026-06,CMP005,CD Maturity Winback,Paid Search,1,0,0.0,0.0,0.0
2025-06,CMP001,Savings Rate Booster,In App,2,1,560.75,0.5,37.38
2026-03,CMP004,Card Rewards Upgrade,Paid Search,1,0,0.0,0.0,0.0
2025-03,CMP003,Invest Starter,Contact Center,1,0,0.0,0.0,0.0
2026-09,CMP004,Card Rewards Upgrade,Email,1,0,0.0,0.0,0.0
2026-01,CMP004,Card Rewards Upgrade,Paid Search,2,0,0.0,0.0,0.0
2026-09,CMP005,CD Maturity Winback,In App,1,0,0.0,0.0,0.0
2025-02,CMP004,Card Rewards Upgrade,Email,2,0,0.0,0.0,0.0
2026-07,CMP003,Invest Starter,In App,1,0,0.0,0.0,0.0
2025-01,CMP003,Invest Starter,Email,1,0,0.0,0.0,0.0
2026-03,CMP001,Savings Rate Booster,Email,1,0,0.0,0.0,0.0
2025-12,CMP002,Debt Consolidation Loan,Paid Search,1,0,0.0,0.0,0.0
2025-05,CMP001,Savings Rate Booster,Paid Search,1,0,0.0,0.0,0.0
2025-03,CMP003,Invest Starter,Paid Search,1,0,0.0,0.0,0.0
2026-01,CMP005,CD Maturity Winback,Email,1,0,0.0,0.0,0.0
2026-05,CMP002,Debt Consolidation Loan,Contact Center,1,0,0.0,0.0,0.0
2025-08,CMP004,Card Rewards Upgrade,In App,1,0,0.0,0.0,0.0
2026-08,CMP003,Invest Starter,Paid Search,1,0,0.0,0.0,0.0
2026-08,CMP003,Invest Starter,Contact Center,2,1,70.74,0.5,4.72
2026-05,CMP003,Invest Starter,Contact Center,1,0,0.0,0.0,0.0
2025-11,CMP003,Invest Starter,Paid Search,2,1,122.86,0.5,8.19
2026-04,CMP002,Debt Consolidation Loan,Display,1,0,0.0,0.0,0.0
2025-11,CMP004,Card Rewards Upgrade,In App,1,0,0.0,0.0,0.0
2025-07,CMP003,Invest Starter,Display,1,1,391.95,1.0,52.26
2025-07,CMP005,CD Maturity Winback,Contact Center,1,1,255.22,1.0,34.03
2025-11,CMP005,CD Maturity Winback,Contact Center,1,0,0.0,0.0,0.0
2025-06,CMP003,Invest Starter,Email,1,1,713.01,1.0,95.07
2025-07,CMP001,Savings Rate Booster,Email,2,1,30.12,0.5,2.01
2026-01,CMP005,CD Maturity Winback,Contact Center,1,0,0.0,0.0,0.0
2026-08,CMP004,Card Rewards Upgrade,In App,1,0,0.0,0.0,0.0
2026-07,CMP004,Card Rewards Upgrade,Display,1,0,0.0,0.0,0.0
2025-08,CMP003,Invest Starter,In App,1,1,341.02,1.0,45.47
2026-07,CMP001,Savings Rate Booster,Contact Center,1,0,0.0,0.0,0.0
2026-05,CMP001,Savings Rate Booster,Display,1,0,0.0,0.0,0.0
