sales_month,region,segment,product_id,channel_id,applications,funded_sales,sales_amount,estimated_revenue,new_customer_sales,conversion_rate
2025-04,West,Rate Shopper,P003,C004,1,1,17203.48,550.51,0,1.0
2025-09,West,Borrower,P001,C002,1,1,18525.72,111.15,0,1.0
2025-01,West,Rate Shopper,P003,C002,1,1,18869.39,603.82,1,1.0
2025-10,Southeast,Digital Native,P005,C004,1,1,4451.14,182.5,0,1.0
2026-05,Southwest,Digital Native,P005,C001,1,1,3361.27,137.81,0,1.0
2025-06,Southwest,Rate Shopper,P005,C003,1,1,2400.89,98.44,0,1.0
2025-10,Northeast,Mass Affluent,P005,C002,1,1,2497.02,102.38,0,1.0
2025-04,Northeast,Emerging Affluent,P002,C005,2,1,24497.86,97.99,1,0.5
2025-03,Midwest,Emerging Affluent,P002,C003,1,1,14838.07,59.35,0,1.0
2025-07,Midwest,Digital Native,P005,C003,1,1,2468.49,101.21,0,1.0
2025-07,West,Emerging Affluent,P001,C005,2,2,39994.77,239.96,1,1.0
2026-03,Midwest,Rate Shopper,P005,C005,1,1,4853.78,199.0,1,1.0
2025-11,Southwest,Digital Native,P002,C002,1,0,0.0,0.0,0,0.0
2025-10,Northeast,Borrower,P002,C004,1,1,33084.69,132.34,0,1.0
2025-07,Northeast,Rate Shopper,P001,C002,2,2,35080.4,210.48,0,1.0
2026-03,Midwest,Borrower,P004,C005,2,2,27199.06,217.6,1,1.0
2025-06,Midwest,Emerging Affluent,P003,C005,1,1,19689.56,630.07,1,1.0
2025-03,West,Digital Native,P001,C001,2,2,31471.55,188.83,0,1.0
2025-05,Midwest,Emerging Affluent,P001,C004,1,1,22877.95,137.27,0,1.0
2025-09,West,Emerging Affluent,P005,C005,1,1,2712.99,111.23,0,1.0
2025-08,Southeast,Digital Native,P005,C004,1,0,0.0,0.0,0,0.0
2026-03,Midwest,Mass Affluent,P002,C003,1,1,11197.83,44.79,0,1.0
2026-05,West,Emerging Affluent,P005,C004,2,2,6871.5,281.73,1,1.0
2025-11,Southwest,Rate Shopper,P004,C003,1,1,41919.06,335.35,0,1.0
2026-07,Southeast,Emerging Affluent,P002,C003,1,1,30256.04,121.02,0,1.0
2025-08,Southeast,Emerging Affluent,P001,C005,1,0,0.0,0.0,0,0.0
2025-11,Midwest,Mass Affluent,P001,C002,1,1,13127.42,78.76,0,1.0
2025-02,Midwest,Rate Shopper,P003,C004,1,0,0.0,0.0,0,0.0
2025-04,Southeast,Emerging Affluent,P003,C004,1,0,0.0,0.0,0,0.0
2026-07,Southeast,Rate Shopper,P004,C005,1,1,21351.25,170.81,1,1.0
2025-01,Midwest,Rate Shopper,P004,C002,1,1,13563.42,108.51,0,1.0
2025-06,Northeast,Rate Shopper,P001,C001,1,0,0.0,0.0,0,0.0
2025-11,Southeast,Emerging Affluent,P005,C004,1,1,4971.04,203.81,0,1.0
2025-12,Southwest,Borrower,P002,C005,1,1,28925.81,115.7,1,1.0
2025-01,West,Mass Affluent,P005,C002,2,0,0.0,0.0,0,0.0
2025-07,Midwest,Borrower,P001,C004,1,1,17089.35,102.54,0,1.0
2025-06,West,Digital Native,P001,C003,1,0,0.0,0.0,0,0.0
2025-05,Northeast,Digital Native,P004,C004,1,0,0.0,0.0,0,0.0
2025-05,Southeast,Borrower,P004,C004,1,1,27122.63,216.98,1,1.0
2026-03,West,Digital Native,P003,C002,2,2,30585.29,978.73,0,1.0
2026-01,Midwest,Borrower,P004,C002,1,1,34368.95,274.95,0,1.0
2025-11,West,Mass Affluent,P004,C002,1,1,29651.79,237.21,0,1.0
2025-03,Northeast,Mass Affluent,P005,C003,1,1,3019.41,123.8,1,1.0
2025-12,Northeast,Digital Native,P002,C004,2,1,33513.12,134.05,0,0.5
2026-09,West,Mass Affluent,P003,C005,1,1,14253.88,456.12,0,1.0
2026-08,Northeast,Mass Affluent,P005,C001,1,1,3493.42,143.23,0,1.0
2026-06,Northeast,Mass Affluent,P001,C003,1,1,21471.88,128.83,1,1.0
2025-10,Southeast,Borrower,P002,C004,1,1,26704.91,106.82,0,1.0
2025-06,Midwest,Digital Native,P003,C004,1,1,2912.96,93.21,0,1.0
2025-02,Northeast,Borrower,P001,C004,1,1,21660.39,129.96,0,1.0
2025-06,Southwest,Rate Shopper,P004,C001,2,1,28176.29,225.41,0,0.5
2026-07,Southeast,Mass Affluent,P005,C003,1,0,0.0,0.0,0,0.0
2026-03,Northeast,Mass Affluent,P005,C002,1,1,3938.88,161.49,1,1.0
2026-02,Southwest,Borrower,P003,C001,1,1,12670.71,405.46,0,1.0
2025-01,Southwest,Mass Affluent,P003,C002,1,1,22850.85,731.23,0,1.0
2025-02,Midwest,Borrower,P001,C003,2,2,53511.56,321.07,0,1.0
2025-08,Southeast,Rate Shopper,P005,C002,1,1,4515.66,185.14,0,1.0
2025-04,Northeast,Mass Affluent,P005,C004,1,1,1674.74,68.66,1,1.0
2025-06,Northeast,Digital Native,P001,C002,1,1,13112.86,78.68,0,1.0
2026-03,Southeast,Rate Shopper,P003,C004,1,0,0.0,0.0,0,0.0
2026-06,Northeast,Rate Shopper,P001,C003,2,1,20119.29,120.72,1,0.5
2026-09,West,Digital Native,P004,C003,1,1,29950.07,239.6,0,1.0
2026-04,Southeast,Mass Affluent,P005,C003,1,0,0.0,0.0,0,0.0
2025-03,Southwest,Digital Native,P004,C004,1,0,0.0,0.0,0,0.0
2026-06,Northeast,Digital Native,P003,C002,1,1,8586.6,274.77,0,1.0
2025-04,Northeast,Digital Native,P004,C004,1,1,26379.17,211.03,0,1.0
2025-03,West,Emerging Affluent,P003,C005,1,0,0.0,0.0,0,0.0
2025-03,West,Borrower,P004,C001,1,1,20614.93,164.92,0,1.0
2025-09,West,Emerging Affluent,P004,C004,1,0,0.0,0.0,0,0.0
2025-04,West,Mass Affluent,P005,C003,1,1,5304.22,217.47,1,1.0
2026-05,Midwest,Digital Native,P001,C002,1,1,11779.35,70.68,0,1.0
2026-01,Southwest,Digital Native,P005,C005,1,1,3482.74,142.79,0,1.0
2025-05,Northeast,Emerging Affluent,P003,C001,1,0,0.0,0.0,0,0.0
2026-05,Southeast,Digital Native,P001,C002,1,1,21077.0,126.46,0,1.0
2025-03,West,Borrower,P005,C002,1,1,2806.96,115.09,1,1.0
2026-05,Southeast,Emerging Affluent,P002,C004,1,1,37009.64,148.04,0,1.0
2026-02,Southwest,Emerging Affluent,P003,C005,1,1,15105.75,483.38,0,1.0
2026-09,West,Borrower,P004,C005,2,1,30773.9,246.19,0,0.5
2026-06,Midwest,Rate Shopper,P004,C004,1,1,13097.27,104.78,0,1.0
2025-01,West,Digital Native,P001,C005,1,1,13310.4,79.86,0,1.0
2025-04,Midwest,Rate Shopper,P004,C004,1,1,3800.28,30.4,0,1.0
2026-04,Midwest,Mass Affluent,P003,C002,1,1,14892.9,476.57,1,1.0
2026-04,West,Emerging Affluent,P003,C005,1,0,0.0,0.0,0,0.0
2026-09,West,Mass Affluent,P004,C002,1,1,26709.81,213.68,0,1.0
2025-06,West,Emerging Affluent,P004,C002,1,1,25278.81,202.23,0,1.0
2026-07,Southwest,Digital Native,P002,C002,1,1,39249.37,157.0,1,1.0
2026-05,Southwest,Emerging Affluent,P002,C002,1,1,30358.77,121.44,0,1.0
2025-09,Northeast,Borrower,P002,C004,1,0,0.0,0.0,0,0.0
2025-04,Southeast,Emerging Affluent,P004,C004,1,0,0.0,0.0,0,0.0
2026-06,West,Digital Native,P005,C001,1,0,0.0,0.0,0,0.0
2026-06,West,Emerging Affluent,P003,C004,2,2,29904.85,956.95,0,1.0
2025-05,Southwest,Mass Affluent,P003,C003,1,0,0.0,0.0,0,0.0
2025-10,Northeast,Mass Affluent,P004,C003,1,1,25609.94,204.88,1,1.0
2025-09,Southeast,Mass Affluent,P004,C003,1,1,29468.57,235.75,1,1.0
2026-06,Southeast,Mass Affluent,P004,C004,1,0,0.0,0.0,0,0.0
2026-06,Midwest,Borrower,P002,C001,1,1,30730.95,122.92,0,1.0
2025-02,West,Emerging Affluent,P001,C004,1,1,17080.48,102.48,0,1.0
2026-03,Midwest,Rate Shopper,P005,C003,1,1,1818.11,74.54,0,1.0
2025-10,Northeast,Rate Shopper,P003,C001,1,0,0.0,0.0,0,0.0
2025-07,Midwest,Rate Shopper,P004,C004,1,1,30197.01,241.58,0,1.0
2025-11,Southeast,Rate Shopper,P004,C002,1,1,15006.19,120.05,0,1.0
2026-07,Southwest,Digital Native,P002,C005,1,1,26117.53,104.47,0,1.0
2026-08,Southeast,Emerging Affluent,P001,C005,1,1,20717.83,124.31,0,1.0
2025-04,Southwest,Digital Native,P004,C005,1,1,20330.56,162.64,0,1.0
2025-11,Northeast,Rate Shopper,P001,C004,1,1,5983.59,35.9,1,1.0
2026-07,Southeast,Emerging Affluent,P005,C005,1,1,3657.34,149.95,0,1.0
2025-09,West,Borrower,P004,C005,1,1,17341.77,138.73,0,1.0
2025-04,West,Digital Native,P003,C004,1,1,17734.54,567.51,1,1.0
2025-08,Southeast,Rate Shopper,P002,C004,1,1,34923.18,139.69,0,1.0
2026-02,Northeast,Emerging Affluent,P005,C005,1,1,4229.47,173.41,0,1.0
2025-05,Southwest,Digital Native,P004,C002,1,1,14651.76,117.21,0,1.0
2025-05,Midwest,Rate Shopper,P005,C005,1,1,2777.86,113.89,1,1.0
2026-02,Midwest,Emerging Affluent,P001,C005,1,1,11472.68,68.84,0,1.0
2025-05,Southeast,Mass Affluent,P005,C002,1,1,823.16,33.75,0,1.0
2025-02,Southwest,Mass Affluent,P005,C004,1,0,0.0,0.0,0,0.0
2025-01,West,Mass Affluent,P002,C004,2,0,0.0,0.0,0,0.0
2026-01,Southwest,Mass Affluent,P004,C003,2,1,26956.28,215.65,0,0.5
2026-04,West,Digital Native,P002,C005,1,1,28027.74,112.11,0,1.0
2026-02,West,Mass Affluent,P005,C005,2,2,5786.07,237.22,0,1.0
2025-03,Northeast,Borrower,P001,C005,2,2,32424.66,194.55,0,1.0
2025-07,Southwest,Digital Native,P005,C005,1,1,3204.65,131.39,0,1.0
2025-07,Southeast,Borrower,P001,C003,1,1,10554.1,63.32,0,1.0
2025-11,Midwest,Emerging Affluent,P005,C005,1,0,0.0,0.0,0,0.0
2026-06,Southwest,Digital Native,P004,C001,1,1,23351.75,186.81,1,1.0
2025-10,Southeast,Rate Shopper,P005,C002,1,1,3731.5,152.99,0,1.0
2026-09,West,Mass Affluent,P002,C001,1,0,0.0,0.0,0,0.0
2025-11,Northeast,Rate Shopper,P004,C001,1,1,32181.93,257.46,0,1.0
2026-09,Northeast,Mass Affluent,P002,C002,2,2,58607.8,234.43,0,1.0
2025-03,West,Emerging Affluent,P001,C003,1,1,14671.22,88.03,1,1.0
2026-07,Northeast,Borrower,P001,C003,1,0,0.0,0.0,0,0.0
2025-11,West,Digital Native,P005,C002,1,0,0.0,0.0,0,0.0
2025-09,West,Rate Shopper,P005,C002,1,1,2693.91,110.45,0,1.0
2026-09,Northeast,Emerging Affluent,P001,C004,1,1,13885.59,83.31,0,1.0
2026-01,Midwest,Digital Native,P005,C003,1,0,0.0,0.0,0,0.0
2025-02,West,Borrower,P005,C003,2,2,8425.19,345.43,1,1.0
2025-10,West,Digital Native,P002,C005,1,0,0.0,0.0,0,0.0
2026-04,West,Rate Shopper,P003,C003,2,2,17158.43,549.07,1,1.0
2026-09,West,Emerging Affluent,P002,C001,1,1,40778.81,163.12,0,1.0
2026-02,Southeast,Mass Affluent,P005,C004,1,1,1285.66,52.71,1,1.0
2025-12,Northeast,Digital Native,P004,C001,1,0,0.0,0.0,0,0.0
2025-05,Southeast,Rate Shopper,P002,C001,1,1,5433.1,21.73,1,1.0
2025-07,West,Mass Affluent,P003,C003,1,1,17265.83,552.51,0,1.0
2026-05,Southeast,Borrower,P002,C002,1,1,29533.21,118.13,0,1.0
2025-04,Northeast,Emerging Affluent,P002,C004,1,0,0.0,0.0,0,0.0
2026-08,Southwest,Digital Native,P005,C002,1,1,2484.91,101.88,0,1.0
2025-08,Northeast,Digital Native,P003,C005,1,0,0.0,0.0,0,0.0
2026-09,West,Rate Shopper,P001,C005,1,1,17851.82,107.11,0,1.0
2026-02,Midwest,Rate Shopper,P003,C004,1,1,21003.0,672.1,0,1.0
2025-02,Northeast,Mass Affluent,P003,C005,1,1,17196.84,550.3,0,1.0
2025-07,Southwest,Rate Shopper,P001,C004,1,1,15003.45,90.02,0,1.0
2025-03,West,Emerging Affluent,P002,C004,1,1,32425.76,129.7,1,1.0
2025-01,West,Mass Affluent,P004,C004,1,1,19459.69,155.68,0,1.0
2025-04,Northeast,Mass Affluent,P003,C002,1,0,0.0,0.0,0,0.0
2026-09,West,Mass Affluent,P001,C005,1,1,20629.55,123.78,1,1.0
2025-03,West,Rate Shopper,P001,C001,1,0,0.0,0.0,0,0.0
2025-11,Southwest,Mass Affluent,P004,C001,1,1,18254.0,146.03,0,1.0
2025-02,West,Digital Native,P001,C005,1,1,16280.28,97.68,0,1.0
2025-01,Northeast,Mass Affluent,P005,C005,1,1,4254.38,174.43,0,1.0
2025-04,Southwest,Emerging Affluent,P005,C005,1,0,0.0,0.0,0,0.0
2025-04,West,Emerging Affluent,P002,C001,1,1,45822.16,183.29,0,1.0
2026-06,West,Digital Native,P005,C002,1,0,0.0,0.0,0,0.0
2025-05,Northeast,Borrower,P001,C001,1,1,24581.09,147.49,0,1.0
2025-02,Midwest,Digital Native,P005,C002,1,1,3969.24,162.74,0,1.0
2025-07,West,Emerging Affluent,P003,C002,1,1,12340.44,394.89,1,1.0
2025-12,Northeast,Emerging Affluent,P004,C005,1,0,0.0,0.0,0,0.0
2025-12,Southeast,Rate Shopper,P003,C004,1,0,0.0,0.0,0,0.0
2025-08,Midwest,Emerging Affluent,P001,C002,1,1,23907.15,143.44,1,1.0
2025-07,Northeast,Mass Affluent,P003,C004,1,1,6809.67,217.91,1,1.0
2025-05,Southwest,Mass Affluent,P005,C001,1,1,4427.99,181.55,1,1.0
2025-07,Southeast,Borrower,P001,C002,1,1,17058.29,102.35,1,1.0
2025-06,Midwest,Emerging Affluent,P002,C001,1,0,0.0,0.0,0,0.0
2025-04,West,Digital Native,P002,C004,1,1,23576.91,94.31,0,1.0
2026-03,Southwest,Digital Native,P002,C005,2,0,0.0,0.0,0,0.0
2025-07,West,Emerging Affluent,P002,C002,1,1,12753.23,51.01,0,1.0
2026-08,Midwest,Emerging Affluent,P001,C005,2,2,35805.33,214.83,0,1.0
2025-10,Southeast,Borrower,P002,C001,1,0,0.0,0.0,0,0.0
2026-09,West,Emerging Affluent,P001,C004,1,1,9182.98,55.1,0,1.0
2025-07,Midwest,Borrower,P005,C004,1,1,2727.33,111.82,0,1.0
2026-02,Southwest,Borrower,P003,C005,1,1,18919.38,605.42,0,1.0
2026-04,West,Rate Shopper,P002,C002,1,1,33192.12,132.77,0,1.0
2026-07,Midwest,Borrower,P003,C003,1,1,10639.4,340.46,0,1.0
2025-08,Midwest,Emerging Affluent,P005,C003,2,2,6426.39,263.49,0,1.0
2026-05,Midwest,Digital Native,P004,C003,2,2,41766.28,334.13,0,1.0
2025-03,Midwest,Borrower,P002,C003,1,0,0.0,0.0,0,0.0
2025-04,West,Borrower,P003,C002,1,1,16129.49,516.14,0,1.0
2025-09,Southeast,Emerging Affluent,P002,C003,1,1,21349.36,85.4,1,1.0
2025-01,Midwest,Rate Shopper,P005,C003,1,0,0.0,0.0,0,0.0
2026-08,West,Digital Native,P004,C004,1,1,22058.39,176.47,0,1.0
2026-04,Midwest,Digital Native,P005,C005,1,0,0.0,0.0,0,0.0
2026-03,Southwest,Borrower,P004,C002,1,1,13561.51,108.49,0,1.0
2025-11,Midwest,Borrower,P005,C002,1,0,0.0,0.0,0,0.0
2026-02,Midwest,Borrower,P004,C004,1,0,0.0,0.0,0,0.0
2026-08,Southwest,Emerging Affluent,P005,C001,1,1,3757.62,154.06,0,1.0
2026-08,Southeast,Digital Native,P005,C005,1,0,0.0,0.0,0,0.0
2026-07,Southeast,Rate Shopper,P004,C001,1,1,15393.52,123.15,0,1.0
2026-07,Northeast,Rate Shopper,P002,C001,2,2,64623.27,258.5,1,1.0
2025-03,Southwest,Borrower,P002,C002,1,1,34921.23,139.68,0,1.0
2026-06,Northeast,Borrower,P001,C003,1,1,14710.97,88.27,0,1.0
2025-05,Northeast,Digital Native,P002,C001,1,1,16502.14,66.01,0,1.0
2026-03,Midwest,Rate Shopper,P002,C003,1,0,0.0,0.0,0,0.0
2026-09,West,Borrower,P001,C004,1,0,0.0,0.0,0,0.0
2025-02,Midwest,Digital Native,P004,C005,2,1,31915.73,255.33,0,0.5
2026-03,Northeast,Digital Native,P005,C002,1,1,2279.97,93.48,0,1.0
2026-08,Southwest,Rate Shopper,P004,C002,1,1,31841.32,254.73,0,1.0
2025-03,Southwest,Mass Affluent,P005,C003,1,1,4179.86,171.37,0,1.0
2026-07,Northeast,Rate Shopper,P004,C004,2,1,33176.53,265.41,1,0.5
2025-09,West,Emerging Affluent,P004,C002,1,1,27097.39,216.78,1,1.0
2025-12,West,Emerging Affluent,P004,C004,1,1,21615.15,172.92,1,1.0
2026-04,Southwest,Borrower,P002,C003,1,1,8409.09,33.64,1,1.0
2026-04,West,Borrower,P004,C002,1,1,28329.18,226.63,1,1.0
2026-07,Midwest,Borrower,P003,C001,1,0,0.0,0.0,0,0.0
2025-04,Midwest,Borrower,P001,C005,2,1,21425.93,128.56,0,0.5
2026-01,Southeast,Digital Native,P001,C001,1,1,19554.42,117.33,1,1.0
2025-01,West,Emerging Affluent,P004,C001,1,1,4400.45,35.2,1,1.0
2025-06,Midwest,Digital Native,P001,C002,1,0,0.0,0.0,0,0.0
2026-02,Northeast,Borrower,P002,C005,1,0,0.0,0.0,0,0.0
2025-06,Southwest,Rate Shopper,P003,C003,1,1,21861.04,699.55,1,1.0
2026-01,Southeast,Digital Native,P003,C005,1,1,15195.57,486.26,0,1.0
2025-04,Midwest,Mass Affluent,P005,C004,1,0,0.0,0.0,0,0.0
2025-11,Southeast,Digital Native,P001,C005,1,0,0.0,0.0,0,0.0
2026-05,Southeast,Emerging Affluent,P002,C003,2,1,33273.17,133.09,0,0.5
2025-08,West,Rate Shopper,P005,C001,2,2,5951.8,244.03,0,1.0
2025-09,West,Rate Shopper,P002,C004,1,1,24574.92,98.3,0,1.0
2025-09,West,Rate Shopper,P002,C001,1,0,0.0,0.0,0,0.0
2025-10,West,Emerging Affluent,P003,C002,1,1,10825.31,346.41,0,1.0
2025-08,Southwest,Mass Affluent,P003,C001,1,0,0.0,0.0,0,0.0
2025-09,Midwest,Digital Native,P005,C001,1,1,3749.28,153.72,0,1.0
2025-03,Southwest,Digital Native,P004,C001,1,0,0.0,0.0,0,0.0
2025-05,Northeast,Mass Affluent,P002,C002,1,0,0.0,0.0,0,0.0
2026-04,Midwest,Emerging Affluent,P001,C004,1,1,22602.57,135.62,0,1.0
2025-09,West,Borrower,P002,C005,1,0,0.0,0.0,0,0.0
2026-01,West,Mass Affluent,P003,C004,1,1,20785.18,665.13,0,1.0
2025-01,Southeast,Mass Affluent,P002,C004,1,1,27747.28,110.99,0,1.0
2026-07,Midwest,Borrower,P005,C002,1,0,0.0,0.0,0,0.0
2026-01,West,Borrower,P004,C003,1,1,13846.81,110.77,0,1.0
2025-01,Midwest,Digital Native,P002,C001,1,0,0.0,0.0,0,0.0
2026-02,Southwest,Borrower,P004,C004,1,1,29314.35,234.51,0,1.0
2026-01,West,Emerging Affluent,P001,C001,1,0,0.0,0.0,0,0.0
2026-06,Southwest,Digital Native,P003,C003,1,1,12669.98,405.44,1,1.0
2025-09,Southeast,Emerging Affluent,P004,C002,1,1,11426.65,91.41,0,1.0
2025-09,Midwest,Rate Shopper,P001,C002,1,1,6063.48,36.38,1,1.0
2026-01,Northeast,Mass Affluent,P001,C001,1,1,8688.64,52.13,0,1.0
2025-06,Midwest,Digital Native,P002,C004,1,1,30466.24,121.86,0,1.0
2025-04,West,Emerging Affluent,P003,C004,1,1,11101.29,355.24,0,1.0
2025-08,Southwest,Digital Native,P002,C003,1,1,35614.5,142.46,0,1.0
2026-03,Northeast,Mass Affluent,P001,C001,1,1,15298.29,91.79,0,1.0
2025-07,Southwest,Digital Native,P002,C003,2,1,25212.44,100.85,0,0.5
2025-07,Southeast,Digital Native,P002,C002,1,1,20981.88,83.93,1,1.0
2025-04,Midwest,Emerging Affluent,P004,C004,1,1,25142.28,201.14,0,1.0
2026-08,West,Borrower,P003,C001,1,1,12248.56,391.95,0,1.0
2025-01,Northeast,Rate Shopper,P001,C003,1,1,12360.43,74.16,1,1.0
2025-09,West,Rate Shopper,P005,C005,1,0,0.0,0.0,0,0.0
2026-01,Midwest,Mass Affluent,P004,C003,1,1,19069.37,152.55,1,1.0
2026-09,Southwest,Rate Shopper,P004,C004,1,1,15578.36,124.63,0,1.0
2026-04,Midwest,Digital Native,P001,C001,1,0,0.0,0.0,0,0.0
2025-10,Midwest,Digital Native,P001,C005,1,0,0.0,0.0,0,0.0
2026-05,Midwest,Rate Shopper,P004,C005,1,1,10735.71,85.89,0,1.0
2025-11,West,Emerging Affluent,P003,C001,1,1,13802.25,441.67,1,1.0
2025-12,Midwest,Borrower,P005,C001,2,1,2812.64,115.32,1,0.5
2026-09,West,Mass Affluent,P004,C003,1,1,29801.79,238.41,1,1.0
2025-11,Northeast,Digital Native,P004,C001,2,1,22071.01,176.57,0,0.5
2026-07,Southeast,Borrower,P001,C004,1,1,250.0,1.5,1,1.0
2025-05,Southwest,Rate Shopper,P004,C001,1,0,0.0,0.0,0,0.0
2026-08,West,Digital Native,P003,C002,1,1,15204.64,486.55,0,1.0
2025-08,Southwest,Digital Native,P005,C004,1,1,1690.41,69.31,1,1.0
2026-08,Southwest,Borrower,P001,C003,1,1,27609.67,165.66,0,1.0
2025-01,Southeast,Borrower,P004,C005,1,1,17109.96,136.88,0,1.0
2025-11,Southeast,Emerging Affluent,P004,C004,1,0,0.0,0.0,0,0.0
2026-04,Southwest,Mass Affluent,P002,C004,1,0,0.0,0.0,0,0.0
2026-05,Southeast,Digital Native,P003,C003,1,0,0.0,0.0,0,0.0
2025-10,Midwest,Rate Shopper,P002,C004,1,0,0.0,0.0,0,0.0
2025-07,West,Borrower,P002,C001,1,0,0.0,0.0,0,0.0
2026-07,Midwest,Mass Affluent,P002,C001,1,1,19280.78,77.12,0,1.0
2025-10,Northeast,Digital Native,P001,C005,1,1,22134.24,132.81,0,1.0
2026-08,Midwest,Borrower,P002,C003,1,0,0.0,0.0,0,0.0
2026-05,Southeast,Digital Native,P002,C004,1,1,24646.53,98.59,1,1.0
2026-01,Northeast,Emerging Affluent,P002,C001,1,1,25137.86,100.55,0,1.0
2025-02,West,Rate Shopper,P004,C002,1,1,12032.39,96.26,0,1.0
2026-06,West,Mass Affluent,P001,C001,1,0,0.0,0.0,0,0.0
2025-09,Northeast,Mass Affluent,P001,C001,1,1,11159.22,66.96,0,1.0
2026-04,Southwest,Digital Native,P004,C001,1,1,29376.17,235.01,0,1.0
2026-08,Southeast,Emerging Affluent,P005,C005,1,1,1491.31,61.14,0,1.0
2026-08,Southeast,Borrower,P004,C003,1,1,23521.65,188.17,0,1.0
2026-07,Southwest,Borrower,P001,C004,1,1,22532.82,135.2,1,1.0
2025-07,Southeast,Rate Shopper,P002,C001,1,0,0.0,0.0,0,0.0
2025-05,Southwest,Digital Native,P004,C003,1,1,31770.95,254.17,1,1.0
2025-05,West,Borrower,P001,C001,1,1,20006.8,120.04,0,1.0
2025-11,West,Emerging Affluent,P001,C002,2,1,8639.3,51.84,0,0.5
2025-11,Midwest,Borrower,P005,C004,1,1,3973.48,162.91,0,1.0
2026-09,Southwest,Digital Native,P002,C002,1,1,14115.46,56.46,0,1.0
2025-03,Northeast,Digital Native,P005,C004,1,1,2371.89,97.25,1,1.0
2025-05,Southeast,Emerging Affluent,P003,C004,1,1,13284.72,425.11,1,1.0
2026-08,Northeast,Borrower,P002,C003,1,1,17367.12,69.47,0,1.0
2025-01,Southwest,Rate Shopper,P004,C004,1,0,0.0,0.0,0,0.0
2026-07,Northeast,Rate Shopper,P005,C001,1,1,2365.72,96.99,0,1.0
2025-01,Northeast,Digital Native,P002,C003,1,1,31669.57,126.68,0,1.0
2025-06,Northeast,Emerging Affluent,P001,C001,1,1,5317.06,31.9,0,1.0
2025-10,Northeast,Emerging Affluent,P003,C005,1,1,12784.56,409.11,0,1.0
2025-07,Southwest,Digital Native,P003,C004,1,0,0.0,0.0,0,0.0
2025-09,West,Emerging Affluent,P005,C002,1,1,4722.16,193.61,0,1.0
2026-01,Southeast,Rate Shopper,P002,C002,1,0,0.0,0.0,0,0.0
2026-03,Midwest,Rate Shopper,P002,C005,1,0,0.0,0.0,0,0.0
2025-10,Northeast,Borrower,P004,C005,1,0,0.0,0.0,0,0.0
2026-02,West,Borrower,P001,C003,1,0,0.0,0.0,0,0.0
2025-06,Southeast,Rate Shopper,P002,C001,1,1,23463.63,93.85,0,1.0
2025-05,Southeast,Borrower,P004,C005,1,1,20524.58,164.2,0,1.0
2025-07,Southwest,Borrower,P001,C005,2,0,0.0,0.0,0,0.0
2025-02,Northeast,Mass Affluent,P005,C005,2,2,5172.88,212.09,0,1.0
2025-05,Midwest,Mass Affluent,P001,C003,1,1,2506.07,15.04,0,1.0
2025-09,Southwest,Borrower,P001,C003,1,0,0.0,0.0,0,0.0
2025-10,Southwest,Digital Native,P003,C004,1,1,14468.58,462.99,0,1.0
2026-04,Southwest,Borrower,P005,C001,1,0,0.0,0.0,0,0.0
2026-04,Southwest,Emerging Affluent,P001,C005,1,1,15210.35,91.26,0,1.0
2025-04,West,Borrower,P003,C001,1,1,18677.27,597.67,1,1.0
2025-01,West,Mass Affluent,P001,C004,1,1,23147.48,138.88,0,1.0
2026-07,Northeast,Emerging Affluent,P004,C002,1,0,0.0,0.0,0,0.0
2025-05,Southeast,Rate Shopper,P004,C002,1,1,17016.73,136.13,0,1.0
2025-02,Southeast,Mass Affluent,P002,C003,1,1,35014.93,140.06,0,1.0
2025-07,West,Rate Shopper,P001,C002,1,0,0.0,0.0,0,0.0
2025-11,Midwest,Rate Shopper,P004,C002,1,0,0.0,0.0,0,0.0
2025-04,Southeast,Rate Shopper,P004,C002,1,1,35180.17,281.44,0,1.0
2025-12,West,Rate Shopper,P002,C001,1,1,22594.34,90.38,0,1.0
2025-10,West,Emerging Affluent,P004,C003,1,1,9025.02,72.2,1,1.0
2025-09,Midwest,Mass Affluent,P003,C001,1,0,0.0,0.0,0,0.0
2026-05,Northeast,Emerging Affluent,P004,C001,2,1,8787.06,70.3,0,0.5
2026-02,Northeast,Rate Shopper,P001,C002,1,1,15381.55,92.29,0,1.0
2025-07,Midwest,Emerging Affluent,P001,C005,1,1,19713.9,118.28,0,1.0
2026-05,Southeast,Emerging Affluent,P003,C004,1,1,15387.61,492.4,0,1.0
2026-01,Southwest,Digital Native,P001,C003,1,1,16882.15,101.29,0,1.0
2025-02,Southwest,Digital Native,P001,C001,2,2,44531.9,267.19,0,1.0
2025-04,Midwest,Mass Affluent,P003,C005,1,1,10989.26,351.66,0,1.0
2025-05,Midwest,Borrower,P001,C005,1,1,20020.52,120.12,0,1.0
2026-09,Southeast,Borrower,P005,C005,1,1,2076.89,85.15,0,1.0
2025-02,Midwest,Rate Shopper,P005,C001,1,1,4372.26,179.26,0,1.0
2025-03,West,Rate Shopper,P004,C001,1,1,31990.23,255.92,0,1.0
2025-05,West,Borrower,P002,C001,1,1,22306.91,89.23,0,1.0
2026-01,Northeast,Digital Native,P005,C003,1,0,0.0,0.0,0,0.0
2025-06,Midwest,Emerging Affluent,P005,C001,1,1,3766.29,154.42,0,1.0
2025-03,Southwest,Digital Native,P001,C005,1,0,0.0,0.0,0,0.0
